Title	ISBN	Subjects
FRENCH ROSE	9780671523459	|Romance - Historical||Fiction||Fiction - Romance||Romance: Historical||Romance - General||Fiction / Romance / General|
That Certain Boy	9780671533717	Fiction
Funny Face Fight	9780671535537	|Student government||Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 3-4||Mysteries, Espionage, & Detective Stories||Juvenile Fiction / General||Elections||Mystery and detective stories|
In the Moons of Borea	9780515051254	Horror
Rambo	9780515083996	|Movie-TV Tie-In - General||Movie/Tv Tie-Ins||Fiction||Movie / TV Tie-Ins|
Defy The Thunder	9780515104899	|Fiction - Romance||Romance - Historical||Romance: Historical||Fiction|
Kissed By Magic	9780515108989	|Romance - General||Fiction||Fiction - Romance||Romance: Modern||Romance - Contemporary|
No Greater Treasure	9780515124088	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical|
Retreat, Hell! (Corps)	9780515138610	|Historical - General||Fiction - General||Fiction||Action & Adventure||Fiction / War||War & Military||Korean War, 1950-1953|
Knights of the Round Table	9780515143492	|Romance - Fantasy||American Light Romantic Fiction||Science Fiction And Fantasy||Fiction||Fiction - Romance||Romance: Gothic|
Binstead's Safari	9780671659554	|General||Safaris||Fiction||Fiction - General||Africa||College teachers||Married people|
Phone Calls	9780671694975	|Telephone||Juvenile Fiction||Children: Young Adult (Gr. 7-9)||Children's 12-Up - Fiction - Horror||Children: Young Adult (Gr. 10-12)||Practical jokes||Horror & ghost stories, chillers||Juvenile Fiction / Horror & Ghost Stories||Horror & Ghost Stories||Adolescence||Fiction|
Staked Goat	9780671742843	|Crime & mystery||Mystery and detective stories||Fiction - Mystery/ Detective||Fiction||Mystery & Detective - General||Fiction / Mystery & Detective / General|
Section 31	9780671774714	|Fantasy||Science Fiction||Science Fiction - General||American Science Fiction And Fantasy||Fiction||Fiction - Science Fiction||Science Fiction - Adventure||Science Fiction - Space Opera||Science Fiction - Star Trek||Fiction / Science Fiction / Space Opera||Movie-TV Tie-In - General|
Havana Hustle	9780671781668	|Mystery & Detective - General||Fiction / Mystery & Detective / General||Fiction - Mystery/ Detective||Fiction|
Mork & Mindy (A Novel)	9780671827298	|General||Non-Classifiable||Fiction||Fiction - General|
Complete Book of Top Gun	9780517033012	|Non-Classifiable||Sale Books||Sale Adult - History - Military / War||Fiction|
Cat Who Went to Paris	9780517112748	|General||Non-Classifiable||Sale Books||Fiction||Fiction - General|
Bulfinch's Mythology	9780517226889	|Romances||Literature: Folklore/Mythology||Fiction||Sociology||Mythology||Folklore & Mythology||Literary Collections / Ancient, Classical & Medieval||Sale Books||Fairy Tales, Folklore & Mythology||Charlemagne,||Europe||Folklore|
The Three Musketeers	9780679603320	|19th century fiction||Literature - Classics / Criticism||French Novel And Short Story||Louis XIII, 1610-1643||Literary Criticism||French||Literature: Classics||History||General||Action & Adventure||Classics||Historical - General||Literary Criticism & Collections / French||Swordplay||1589-1789, Bourbons||Fiction||France|
Piano Man's Daughter, The	9780517703076	|Psychological fiction||Mothers and sons||Findley, Timothy - Prose & Criticism||Fiction - Historical||Fiction||Ontario||Historical - General||Non-Classifiable||General||Mentally ill women|
Encounters with Aging	9780520201620	|Adults||Anthropology||Medical anthropology||Women's health||Fiction||Consumer Health||Literature: Folklore/Mythology||Japan||North America||Anthropology - General||Women's Studies - General||Social Science / Anthropology / General||Fairy Tales, Folklore & Mythology|
Stop, Train, Stop! a Thomas the Tank Engine Story	9780679892731	|Transportation - General||Railroads||Children: Babies & Toddlers||Juvenile Fiction||Children's Books/Baby-Preschool||Trains||Social Issues - General||Transportation - Railroads & Trains||Juvenile Fiction / Transportation||Action & Adventure - General||Fiction|
Water Marked	9780684865737	|Modern fiction||Literary||Fiction - General||Fiction||American - African American||American - African American & Black||Fiction / Literary||Psychological||Mystery fiction|
Grandpa And Me	9780689815492	|Juvenile Nonfiction||Fiction||Children's Baby - Boardbooks||Children: Babies & Toddlers||General||Juvenile Fiction / Concepts / General||Family - General||Grandfathers|
Ready Set Grow	9780689832048	|Growth||Movie Tie - In||Dogs||Children's Books/Ages 4-8 Fiction||Juvenile Fiction||Children: Kindergarten||Interactive Adventure||Fiction||Animals - Dogs||Nature & the Natural World - Gardening||Juvenile Fiction / Concepts / General||Children's 4-8 - Picturebooks||Concepts - General|
Lights, Camera, Love! (You're the One)	9780689834219	|Performing Arts - General||Social Issues - Emotions & Feelings||Love & Romance||Fiction||Juvenile Nonfiction||Children's 9-12 - Fiction - Romance||Social Issues - Adolescence||Children: Grades 4-6||Production and direction||Motion pictures||Juvenile Nonfiction / Social Situations / Emotions & Feelings||Actors and actresses||Florida Keys (Fla.)|
A Summertime Song	9780689835285	|Parties||Fiction||Children's 4-8 - Picturebooks||Juvenile Fiction||Toys, Dolls, & Puppets||Children: Grades 1-2||Science Fiction, Fantasy, & Magic||Celebrations - Birthdays||Celebrations - Parties||Juvenile Fiction / Toys, Dolls, Puppets||Birthdays||Dolls|
Little Women	9780689835315	|Fiction||Sisters||Family - Multigenerational||Children: Young Adult (Gr. 7-9)||Juvenile Nonfiction||Children's Books/Ages 9-12 Fiction||New England||Family life||Classics||Family - General||Juvenile Nonfiction / Family / Multigenerational||Animals - General|
Raggedy Ann & Andy	9780689838781	|Shape||Humorous Stories||Concepts - Size & Shape||Juvenile Fiction||Children's Baby - Boardbooks||Children: Babies & Toddlers||Toys, Dolls, & Puppets||Juvenile Fiction / Toys, Dolls, Puppets||Dolls||Fiction|
Dora's Thanksgiving	9780689858420	|Movie Tie - In||Holidays & Celebrations - Thanksgiving||Concepts - General||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Thanksgiving Day||Children: Preschool||People & Places - United States - Hispanic/Latino||Readers - Beginner||Juvenile Fiction / Movie or Television Tie-In||Fiction||Gratitude|
The Recruit (Cherub)	9780689877797	|Juvenile Fiction||Spies||Children: Young Adult (Gr. 7-9)||Boys / Men||Children's 12-Up - Fiction - General||Social Issues - Adolescence||Children: Young Adult (Gr. 10-12)||Law & Crime||Fiction||Action & Adventure - General||Juvenile Fiction / Action & Adventure||Adventure and adventurers||Action & Adventure|
The Literary Channel	9780691050027	|Literary studies: general||Novels, other prose & writers||20th century||c 1700 to c 1800||c 1800 to c 1900||Regional, Ethnic, Genre, Specific Subject||History and criticism||Literature - Classics / Criticism||Literary Criticism||United Kingdom, Great Britain||General||British Literature||Comparative Literature||Literary Criticism & Collections / English, Irish, Scottish, Welsh||Fiction|
Trials of Windhaven	9780523420134	|General||Fiction||Fiction - General|
Miami	9780525936466	|Popular American Fiction||Fiction - General||Fiction||General||Fiction / General||City and town life||Domestic fiction||Frontier and pioneer life|
Roger Fry	9780701209483	|General||Fiction||Fiction - General|
Death and Shadows	9780708941676	|Mystery & Detective - Police Procedural||Fiction - Mystery/ Detective||Fiction||Mystery & Detective - General||Crime & mystery|
Witch Queen	9780708953150	|Romance||Romance - Historical||Fiction - Romance|
Hold Me Forever	9780712659338	|Nonfiction - General||Romance||Non-Classifiable|
Separation of Power	9780792728184	|Thrillers||Fiction||Unabridged Audio - Fiction/Suspense & Thriller||Audio Adult: Books On Tape|
The Last Kingdom (The Saxon Chronicles Series #1)	9780792734741	|History||Fiction||Unabridged Audio - Fiction/General||General||Historical - General||Audiobooks||Alfred, 871-899||Great Britain|
Soul Music	9780552140294	|Fiction - Fantasy||Fiction / Fantasy / General||Fiction||Fantasy - General||Discworld (Imaginary place)||Humorous||Fantastic fiction||English Science Fiction And Fantasy||Fantasy - Series|
Johnny and the Dead	9780552551069	|Fantasy||Science fiction||Fiction - Fantasy||Children: Grades 4-6||Fantasy - General|
These Foolish Things	9780552999939	|Modern fiction||Fiction - General||Fiction||Contemporary Women||FICTION_GENERAL||FRIENDSHIP_FICTION||Fiction / General||General|
The big camp secret	9780553157079	|School stories||Children: Grades 4-6||Children's 9-12 - Fiction - General||Action & Adventure - General||Juvenile Fiction / General||Camping||Fiction||Friendship|
RUNAWAY CRISIS, THE (Fabulous Five, No 8)	9780553157192	|Schools||Friendship||Children's 9-12 - Fiction - General||Children: Grades 4-6||General||Non-Classifiable||Fiction||Runaways|
No Time for Tears	9780553226560	|General||Fiction||Fiction - General|
GOD PROJECT, THE	9780553233360	|Modern fiction||Horror||Horror - General||Non-Classifiable||Fiction - Horror|
Exchange of Hearts (Sweet Dreams Series #61)	9780553240566	|General||Love||Fiction - General||Fiction||Students, Interchange of|
Secret Admirer (Sweet Dreams Series #81)	9780553246889	|Non-Classifiable||Disc jockeys||Fiction||Children's Books/All Ages||Children's stories, American||Love||Children's All Ages|
Alchemist,the	9780553255980	|Espionage/Intrigue||Non-Classifiable||Fiction - Espionage / Thriller||Fiction|
PS I Love You (Sweet Dreams Series #1)	9780553269765	|Love||Death||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||General||Non-Classifiable||Adolescence||Fiction|
SAY GOODBYE	9780553279511	|School stories||Fiction||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||Social Issues - General||Juvenile Fiction / General||Adolescence||Love|
DANCE WITH THE DEVIL	9780553443820	|Romance: Historical||Romance - Historical||Fiction||Fiction - Romance||Romance - General||Non-Classifiable|
When Night Falls	9780553445527	|Romance - General||Fiction||Fiction - Romance||Romance: Regency||Romance - Contemporary||Fiction / Romance / General|
The Beast is Watching You	9780553482034	|Horror & Ghost Stories||Social Issues - General||Juvenile Fiction / Social Situations / General||Children: Grades 4-6||Fiction||Children's 9-12 - Fiction - Horror||Babysitting||Nightmares|
The Halloween Party (Choose Your Own Nightmare(R))	9780553482331	|Plot-your-own stories||Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 3-4||Specimens||Interactive Adventure||Juvenile Fiction / Interactive Adventures||Adventure and adventurers||Halloween|
Last Wish	9780553492354	|Twins||Social Issues - General||Fiction||Juvenile Fiction||Children's 12-Up - Fiction - General||Children: Grades 4-6||Social Situations - Teen Lifestyle||Social Issues - Adolescence||Juvenile Fiction / Social Situations / General||Birthdays||Parties|
The Time Travelers	9780553494808	|Space and time||Love & Romance||Fantasy||Juvenile Fiction||Children's Books - Young Adult Fiction||Children: Young Adult (Gr. 7-9)||Time travel||Science Fiction, Fantasy, & Magic||Juvenile Fiction / Love & Romance||Children's 12-Up - Fiction - Romance|
Sweet Love, Survive	9780553563290	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / Romance / Historical|
The Treasure of Death Valley (Sweet Valley High)	9780553566338	|Wilderness survival||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||Action & Adventure - General||Juvenile Fiction / General||Buried treasure||Adventure and adventurers||Fiction|
Fever Season (Benjamin January, Book 2)	9780553575279	|Mystery & Detective - Historical||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Historical - General||Fiction / Historical||Mystery & Detective - Police Procedural|
Finding Mr. Right	9780553578744	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - Contemporary||Fiction / Romance / Contemporary|
Vixen 03	9780553589443	|Cussler, Clive - Prose & Criticism||Fiction||Fiction - Espionage / Thriller||Thrillers||Espionage/Intrigue||Technological||Fiction / Thrillers|
Never Trust A Rabbit	9780715630150	|Short stories||Short Stories (single author)||Fiction - General||Fiction||Fiction / Short Stories (single author)||Humorous|
Message in a Bottle	9780718826550	|Fiction||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Children: Grades 1-2||Children: Grades 4-6||Social Issues - General||Children's Books/Ages 4/8 Fiction||Juvenile Fiction / Social Situations / General|
Visitants	9780800880170	|General||Melanesia||Fiction||Fiction - General||Australians||Culture conflict||Indigenous peoples|
Starfist: Technokill	9780553714005	|Science Fiction - Series||Science Fiction - General||Audio Adult: Books On Tape||Fiction||Abridged Audio - Fiction/Science Fiction & Fantasy||Science Fiction - Military||Fiction / Science Fiction / General||Audiobooks|
Hide	9780553804324	|American Mystery & Suspense Fiction||Fiction||Fiction - Espionage / Thriller||Mystery/Suspense||Suspense||Fiction / Suspense||Boston||Massachusetts||Police||Young women|
Spring Fever	9780727851567	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - General||Fiction / Romance||Fiction / Romance / General|
Fortune's Daughter	9780727852151	|Romance - Historical||Chronological Period/1851-1899||Cultural Region/British Isles||Fiction / Romance||Fiction / Romance / Historical||Romance||Sagas||Fiction - Romance||Fiction|
Closing Stages (A Phyllida Moon Mystery)	9780727856982	|Crime & mystery||Mystery & Detective - Women Sleuths||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Cultural Region/British Isles||Fiction / Mystery & Detective / Women Sleuths||Fiction / Mystery/ Detective||Great Britain||Women private investigators||Mystery & Detective - General|
Break Point	9780727857859	|Adventure / thriller||Fiction - Espionage / Thriller||Fiction||Thrillers||Cultural Region/British Isles||Fiction / Espionage / Thriller||Fiction / Thrillers|
Bullet Proof	9780727862983	|Adventure / thriller||English Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Thrillers||Mystery & Detective - General||Chronological Period/1930's||Cultural Region/Midwest||Fiction / Mystery & Detective / General||Fiction / Mystery/ Detective||Fiction/Thrillers||Geographic Orientation/Ohio||Locality/Cleveland-Lorain-Elyria, Ohio||Suspense||Cleveland||Government investigators||Ohio||Organized crime||Suspense fiction|
Julia (Severn House Large Print)	9780727872333	|Modern fiction||Fiction||Fiction - General||General||Fiction / General|
Dream Boat	9780727873651	|Crime & mystery||Historical fiction||Mystery/Suspense||Large type books||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - Women Sleuths||Fiction / Mystery & Detective / Women Sleuths||Fiction / Mystery/ Detective||Historical - General||Mystery & Detective - General|
Dusty Death	9780727874818	|Crime & mystery||English Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Criminology||Fiction / Mystery/ Detective||Social Science / Criminology||Mystery & Detective - General|
Unforgettable Days	9780727875488	|Modern fiction||Popular English Fiction||Fiction||Fiction - General||General||Fiction / General||Contemporary Women||War & Military|
Returning to Earth	9780802118387	|American Contemporary Fiction - Individual Authors +||Fiction||Fiction - General||Fantasy||Literary||Fiction / Literary||Fantasy - General||Amyotrophic lateral sclerosis||Death||Indians||Mixed descent||Patients|
Under the Roofs of Paris (Miller, Henry)	9780802131836	|Modern fiction||Fiction - Adult||Fiction||Erotica - General||Fiction / Erotica|
Night People (Gifford, Barry)	9780802133694	|Modern fiction||Fiction - General||Fiction||General||Fiction / General|
Dead Folks	9780802136022	|Crime & mystery||Mystery/Suspense||Mystery & Detective - Police Procedural||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - Series||Fiction / Mystery & Detective / General||Mystery & Detective - Hard-Boiled||Mystery fiction|
Chucaro	9780802773876	|Ponies||Juvenile Fiction||Juvenile Literature||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6||Wild ponies||General||Juvenile Fiction / People & Places / Central & South America||Argentina||Fiction|
Paper Tricks	9780590411295	|General||Fiction||Crafts / Hobbies||Children: Babies & Toddlers|
Yours Till the Meatball Bounces (Friends 4-Ever, No 2)	9780590426268	|Pen pals||Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6||General||College and school drama||Friendship||Children's 9-12|
Jessie's Wishes	9780590429917	|General||Children: Babies & Toddlers||Fiction||Children's 9-12||Brothers and sisters||Jealousy|
M Is for Monster (Monsters, Inc.)	9780736412384	|Science Fiction, Fantasy, & Magic||Monsters||Children: Grades 2-3||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Stories in rhyme||JUV||JUV027000||Movie Tie - In||Juvenile Fiction / Movie or Television Tie-In||Alphabet||Fiction|
Scream Team (Monsters, Inc.)	9780736412629	|Monsters||Fiction||Juvenile Fiction||Children's 9-12 - Fiction - Fantasy||Children: Grades 2-3||Science Fiction, Fantasy, & Magic||Bedtime & Dreams||Humorous Stories||Juvenile Fiction / Bedtime & Dreams|
Ballerina Princess (Step into Reading)	9780736424288	|Juvenile Fiction||Princesses||Girls & Women||Juvenile Easy Readers||Royalty (kings  queens  princes  princesses  knights  etc.)||Children's Books/Ages 4-8 Fiction||Performing Arts - Dance||Children: Kindergarten||Movie Tie - In||Readers - Beginner||Juvenile Fiction / Girls & Women||Ballet||Dreams||Fiction|
Christopher and Miguel	9780738814483	|Adventure / thriller||Modern fiction||General||Fiction - General||Fiction||Action & Adventure|
Immortal Wars	9780738864792	|Science Fiction||Fiction||Fiction - Fantasy||Fantasy - General||Science Fiction - General|
Samaritan	9780739309476	|Fiction||Audio Adult: Books On Tape||Fiction / General||General|
Rococo	9780739319413	|Popular American Fiction||Abridged Audio - Fiction/General||Fiction||General||Fiction / General||Audio - Fiction - General||Audiobooks|
On the Run (Johansen, Iris)	9780739324790	|Romance - Suspense||Audiobooks||Fiction||Abridged Audio - Fiction/Romance||Mystery/Suspense||Suspense||Fiction / General||Audio - Romance|
The Monstrous Memoirs of a Mighty McFearless	9780739338803	|Juvenile Fiction||Children's Audio - 9-12||Children: Grades 1-2||General||Juvenile Fiction / General||Brothers and sisters||Children's audiobooks||Fiction||Monsters||Children's Books/All Ages|
Out of the Frying Pan	9780741423511	|Adventure / thriller||Fiction||Fiction - General||Action & Adventure|
Dropped from Heaven	9780805242485	|Indian Novel And Short Story In English||Fiction||Fiction - General||Short Stories (single author)||Fiction / Short Stories (single author)||Bene-Israel||India||Jews|
Kori	9780807059173	|Short Stories (Anthologies)||Fiction - General||Fiction||Anthologies (multiple authors)||Fiction / Anthologies (multiple authors)|
The Ice Cream Mystery	9780807555354	|Mysteries, Espionage, & Detective Stories||Juvenile Fiction||Juvenile Mysteries||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6||Orphans||Brothers and sisters||Fiction||Ice cream, ices, etc|
The Yellow House Mystery (The Boxcar Children, No. 3)	9780807593660	|Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 3-4||Mysteries, Espionage, & Detective Stories||Boxcar children (Fictitious characters)||Brothers and sisters||Family||Fiction||Mystery fiction||Orphans||Mystery and detective stories|
Disturbance	9780743255967	|Popular English Fiction||Literary||Fiction - General||Fiction||Single fathers||Mothers||General||Fiction / General||Boys||Death||Ireland|
Say When 	9780743451321	|Large print books||Fiction - General||Fiction||General||Fiction / General||Psychological||Large type books|
Dangerous Attachments	9780743463348	|Suspense||Fiction - Espionage / Thriller||Fiction||Fiction / Suspense|
Highlander in Love	9780743465083	|American Light Romantic Fiction||Fiction||Fiction - Romance||Romance: Modern||Romance - Historical||Fiction / Romance / General||Romance - General|
Cutting edge	9780743505833	|Thrillers||Espionage/Intrigue||Fiction||Abridged Audio - Fiction/General||Audio Adult: Books On Tape||Fiction / Espionage||Audiobooks||Literary|
Bones to Ashes	9780743566162	|General||Suspense||Thrillers||Fiction / General||Fiction||Unabridged Audio - Fiction/Suspense & Thriller||Audiobooks|
Angels Cry Sometimes	9780747240792	|Modern fiction||Sagas||Romance - General||Fiction - General||Fiction||FICTION_GENERAL||Fiction / Family Saga||Fiction / General||General|
Dead Letters	9780749083274	|Crime & mystery||English Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - Police Procedural||Mystery & Detective - Traditional British||Fiction / Mystery & Detective / Traditional British|
Elizabeth A Biography of Her Majesty The Queen	9780749323035	|General||Biography: general||United Kingdom, Great Britain||Fiction||Fiction - General|
American Portraits	9780809206278	|Schools||Historical - United States - General||Children: Grades 4-6||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Silent films||USA||Historical - United States - 20th Century||Juvenile Nonfiction / Language Arts / General||Actors and actresses||Fiction||Motion pictures||Production and direction|
The Why Not	9780809501274	|General & Literary Fiction||Gay||Fiction / Gay||Fiction / General||Fiction||Fiction - General|
Out of This World (Three Worlds Trilogy, No. 1)	9780809589043	|Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction|
Love Among the Chickens	9780809592760	|Literary||Fiction / Literary||Fiction - General||Fiction|
Aaron's Rod	9780809594962	|General & Literary Fiction||Fiction - General||Fiction||General||Fiction / General|
The Kreutzer Sonata and Other Stories	9780809596898	|Short stories||Literature - Classics / Criticism||Fiction||Short Stories (single author)|
Mysterious Pleasures	9780751536928	|Crime & mystery||Mystery & Detective - Short Stories||American Mystery & Suspense Fiction||English Mystery & Suspense Fiction||Fiction - Mystery/ Detective||Fiction||DETECTIVE AND MYSTERY STORIES||Fiction / Mystery & Detective / General||Fiction / Mystery & Detective / Short Stories||Anthologies (multiple authors)||Mystery & Detective - General|
Girl Called Thursday (Haslar Saga 1)	9780752849508	|Modern fiction||Second World War fiction||Romance - General||Fiction||Fiction - Historical||Romance: Modern||Historical - General||Sagas||War & Military||ENGLAND_FICTION||FICTION_HISTORICAL||Fiction / Family Saga||Fiction / Historical||WORLD WAR, 1939-1945_FICTION|
Bad Man's Trail	9780753172933	|Westerns - General||Fiction||Fiction - Western||Westerns|
Murder and the Mad Hatter	9780754048688	|Women detectives||Large type books||Fiction - General||Fiction||General||Middle West||Millinery workers|
The Outlaw Breed	9780754081395	|Westerns||Fiction||Westerns - General|
I'll Never Be Young Again	9780754083795	|Classic fiction||Romance - General||Fiction||Unabridged Audio - Fiction/General||Romance: Modern||Classics|
Daphne Adeane	9780755100941	|Modern fiction||Fiction - General||Fiction||General|
Persuasion	9780755331499	|19th century fiction||Austen, Jane, 1775-1817||Fiction||Literature - Classics / Criticism||Literature: Classics||Classics||ENGLAND_FICTION||FICTION_PSYCHOLOGICAL||FICTION_ROMANCE_GENERAL||Fiction / Classics||Fiction / Psychological||YOUNG WOMEN_FICTION|
Heir of Stone	9780756402549	|Fiction - Fantasy||Fantasy - Series||Fantasy||Fantasy - Epic||Fantasy - General||Fiction||Fiction / Fantasy / General||Fantasy fiction|
Hounding The Moon	9780756404253	|American Science Fiction And Fantasy||Fiction||Fiction - Fantasy||Fantasy||Fantasy - Contemporary||Fantasy - General||Fiction / Fantasy / General|
Paulo's Wall	9780756908591	|Mexican Americans||General||Children: Young Adult (Gr. 7-9)||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6||Social Issues - General||Fiction||Gangs|
Hercules	9780811822060	|Social Science||Sociology||Juvenile fiction||Popular Culture - General||Action & Adventure||Hercules (Roman mythology)||Non-Classifiable||Heroes||Fiction|
Wake Up	9780811844024	|Toy and movable books||Morning||Fiction||Juvenile Fiction||Children's Books/Baby-Preschool||Children: Grades 2-3||Specimens||Concepts - General||Juvenile Fiction / Concepts / General||General|
Little Bee	9780811852364	|Juvenile Fiction||Children's Books/Baby-Preschool||Children: Kindergarten||Animals - Insects  Spiders  etc||Juvenile Fiction / Toys, Dolls, Puppets||Concepts - General||Short Stories||Bees||Fiction||Stories in rhyme||Toy and movable books||Children's Books/All Ages|
Fire and Ice (Americana)	9780759238107	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - General|
The Seminar	9780759603950	|Crime & mystery||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / Mystery & Detective / General||Private investigators|
Yokche	9780759623415	|Adventure / thriller||Fiction - General||Fiction||Action & Adventure||Fiction / Adventure|
Ada	9780759633742	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - General||Fiction / Romance / General|
Murder at Odds	9780759636729	|Crime & mystery||General & Literary Fiction||Mystery & Detective - General||Fiction - Mystery/ Detective||Fiction|
Cloud of Chaos Planet of Light	9780759638716	|Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction||Fiction / Science Fiction / General|
Bradley Bay	9780759650923	|General & Literary Fiction||Fiction - General||Fiction||Lesbian||Fiction / Lesbian||Lesbians|
A Tiny·Thread	9780759655560	|Science fiction||Fiction - Science Fiction||Fiction||Science Fiction - General||Fiction / Science Fiction / General|
The Prairie Bride; or, the Squatter's Triumph	9780762740833	|Women pioneers||American Western Fiction||Fiction||Fiction - Western||Westerns||Westerns - General||Fiction / Westerns||Romance - Western||Frontier and pioneer life|
The Eyes of van Gogh	9780763622459	|Social Issues - Adolescence||Social Issues - Depression & Mental Illness||Juvenile Fiction / Social Situations / Adolescence||Art (painting  sculpture  artists  architecture  etc.)||Social Issues - Suicide||Juvenile Fiction||Children's Books - Young Adult Fiction||Artists||Fiction||Friendship||Self-perception||Children: Young Adult (Gr. 10-12)|
Maisy's Twinkly Crinkly Fun Book	9780763622732	|Juvenile Fiction||Specimens||Fiction||Preschool Picture Story Books||Children's Books/Baby-Preschool||Children: Preschool||Mice||Interactive Adventure||Animals - General||Juvenile Fiction / Concepts / Counting||Textured books||Concepts - Counting & Numbers||Concepts - Senses & Sensation||Counting||Maisy (Fictitious character)||Animals|
Where The Kissing Never Stops	9780763625436	|Mothers and sons||Social Issues - Dating & Sex||High schools||Coming of age||Juvenile Fiction||Children's 12-Up - Fiction - General||Social Issues - Adolescence||Children: Young Adult (Gr. 10-12)||Schools||Juvenile Fiction / Social Situations / Adolescence||Fiction|
