Title	ISBN	Subjects
Nocturne for a dangerous man	9780312869359	|Science fiction||Virtual reality||Kidnapping||Fiction|
Exiles in the garden	9780547336015	|Photojournalists||Fiction|
A place in the world	9780983115168	|Interracial adoption||Adopted children||Fiction|
Dandelion summer	9781611731736	|Large type books||Fiction||Friendship||Teenage girls||Family secrets|
Pregnant by the playboy tycoon	9780373128174	|Fiction||Man-woman relationships||Businessmen||Pregnant women|
Badlands	9780812519976	|Women archaeologists||Fiction|
Tigerlily's orchids	9781439150344	|Interpersonal relations||Parties||Fiction|
Bloody harvests	9780312360337	|Police||Blood accusation||Fiction||Slave trade||Witchcraft|
Hush, hush	9781416989424	|Angels||Fiction||Supernatural||Dating (Social customs)||High schools||Schools||Best friends||Friendship|
Fire in Paradise	9780440125198	Fiction
Longarm and the last man	9780515113563	|Longarm (Fictitious character)||Fiction|
The littlest pig	9780816706549	|Runaways||Swine||Pigs||Brothers and sisters||Juvenile fiction||Fiction|
English, August	9781590171790	|Young men||Fiction||City and town life||Civil service|
A star is born	9780439908757	|Schools||Theater||Friendship||Musicals||Fiction|
Caribou Island	9780061875724	|Loneliness||Marriage||Fiction|
Some sing, some cry	9780312198992	|Fiction||Epic literature||African American families|
Pulse	9780307595263	|Interpersonal relations||Fiction|
Mom, it's my first day of kindergarten!	9780374350048	|Kindergarten||Mothers and sons||First day of school||Schools||Worry||Fiction|
Allison Hewitt is trapped	9780312658908	|Young women||Blogs||Zombies||Fiction|
The hour of the star	9780811219495	Fiction
The great big pumpkin	9780439918886	|Bears||Pumpkin||Halloween||Board books||Fiction|
Clifford is a star	9780545223171	|Homesickness||Actors and actresses||Dogs||Fiction|
The season	9780545048873	|Young adult fiction||Aristocracy (Social class)||Adventure and adventurers||Juvenile fiction||Fiction||Adventure stories||Friendship||Juvenile Fiction||History|
Drink Deep (Chicagoland Vampires, #5)	9780451234865	|Merit (Fictitious character : Neill)||FICTION / Romance / Paranormal||Vampires||Fiction|
Bear says "thank you"	9781404867864	|Etiquette||Courtesy||Bears||Juvenile fiction||Mother and child||Board books||Fiction|
The dead of Jericho	9780553272376	|Inspector Morse (Fictitious character)||Police||Fiction|
Maitland maternity Christmas	9780373834747	|Teenage pregnancy||Fiction|
Help! I'm trapped in my lunch lady's body	9780590978057	|Metamorphosis||Fiction|
Bones and silence	9780440209355	|Peter Pascoe (Fictitious character)||Andrew Dalziel (Fictitious character)||Police||Fiction|
Killpoint	9780373614400	|Mack Bolan (Fictitious character)||Fiction|
Child of dreams	9780373098279	|Single mothers||Fiction|
Sister Swap	9780373198160	|Single fathers||Twins||Fiction|
Bachelor Ceo	9780373752690	|Chief executive officers||Fiction|
I love you, dear dragon	9780813650234	|Fiction||Valentine's Day||Dragons|
The lion in the box	9780385033176	|Juvenile fiction||Christmas||Christmas stories||Fiction|
ARIZONA!	9780553270655	|Henry Blake (Fictitious character)||Toby Holt (Fictitious character)||History||Reed Kerr (Fictitious character)||Cindy Holt (Fictitious character)||Fiction|
The Caine mutiny	9780671604257	|Fiction||Naval History||World War, 1939-1945||American Naval operations|
Little owl	9780760780428	|Owls||Fiction|
Courtship Texas style!	9780373057399	|Women teachers||Single fathers||Fiction|
I am Leaper	9780590433990	|Animals||Treatment||Desert animals||Kangaroo rats||Extrasensory perception||Fiction|
Hurry home, Candy	9780064400251	|Dogs||Fiction|
A Man for Temperance	9780805432909	|Epidemics||Orphans||Man-woman relationships||Frontier and pioneer life||Fiction|
Lila's music video	9780553480597	|Performance||Music||Fiction||Protected DAISY||Accessible book|
Doomsday book	9780553562736	|Black death||Fiction||Middle Ages||Time travel||History|
Terminator salvation	9781848560857	|Cyborgs||Fiction||Androids||Robots||End of the world|
The vets	9780671743048	|Vietnam War, 1961-1975||Veterans||Fiction|
Does she dare?	9780373793761	|Man-woman relationships||Fiction|
Shades of desire	9780345422187	|Interracial dating||Fiction|
The Jewish husband	9781933372938	|Fiction||Translations into English||Jews||History|
Gambit	9780765319289	|Investigation||Transport planes||Chinese||Women scientists||Terrorism||Aircraft accidents||Fiction|
Los Alamos	9780440224075	|Atomic bomb||World War, 1939-1945||Fiction|
The town	9780394701844	Fiction
Bangkok haunts	9780307263186	|Sonchai Jitpleecheep (Fictitious character)||Snuff films||Police||Sex-oriented businesses||Fiction|
James and the foolish freight cars	9780679820864	|Trains||Railroads||Fiction|
The shadow of time	9780373218240	|Absence and presumption of death||Married women||Victims of terrorism||Fiction|
Danny, the champion pony	9780553151930	|Horses||Fiction|
Always the vampire	9780425240885	|Bridesmaids||Vampires||Shapeshifting||Fiction|
Skating on thin ice	9780451232342	|Women detectives||Jessica Fletcher (Fictitious character)||Women novelists||Fiction|
Hard times on a Southern chain gang	9781611170443	|African Americans||Chain gangs||Fiction|
The breaks	9780312566517	|College graduates||Triangles (Interpersonal relations)||Young men||Self-actualization (Psychology)||Working class||Fiction|
Springtime in Bugland!	9781442438903	|Insects||Stories in rhyme||Fiction||Spring|
The chocolate pirate plot	9781410433411	|Large type books||Women detectives||Chocolate industry||Lee McKinney (Fictitious character)||Fiction|
Night rounds	9781616950064	|Women detectives||Murder||Investigation||Nurses||Crimes against||Fiction|
River Road	9781589809635	Fiction
House divided	9780446507769	|Insurgency||Radicalism||Fathers and sons||Fiction||Illegal aliens||Hispanic Americans||Latin Americans||Ethnic conflict||Social conditions||Imaginary wars and battles|
East of Denver	9780525952794	|Farm life||Fathers and sons||Fiction|
The punany experience	9781593091453	|Lesbians||Sexual orientation||Fiction|
Contaging	9781907732003	|Loans||Identity theft||Corrupt practices||Banks and banking||Fiction|
Breaking ground	9780968341209	|Romans||Ukrainians||Fiction||Ukrainiens|
My dog, my cat	9781933718224	|Cats||Dogs||Fiction|
The Passover zoo seder	9781589809727	|Seder||Stories in rhyme||Zoo animals||Passover||Fiction|
A day with the animal doctors	9781606843536	|Physicians||Humorous stories||Animals||Tapirs||Medical care||Hospitals||Fiction|
The moment	9781439180792	|Cold War||Americans||Travel writers||Foreign agents||History||Fiction|
Stage fright	9780807584682	|Schools||Theater||Vampires||Fiction|
Spoiler alert	9780762773848	|American Television plays||Technique||Closure (Rhetoric)||American Motion picture plays||History and criticism||Fiction|
Stir it up!	9780545165822	|Fiction||Hindus||Reality television programs||Restaurants||Cooking||Family life||Caribbean Americans|
After all	9781611734102	|Large type books||Fire fighters||Fiction|
Ethics and desire in the wake of postmodernism	9781441140074	|Desire in literature||Theory||Postmodernism (Literature)||History and criticism||Satire||Ethics in literature||Fiction|
Peace	9781611733570	|Large type books||Peace||Nuclear crisis control||Fiction|
The killing song	9781451651355	|Serial murderers||Fiction|
Ghost ship	9781439134559	|Space ships||Fiction||Life on other planets|
Liar & spy	9780385737432	|JUVENILE FICTION / Social Issues / General (see also headings under Family)||Middle schools||Schools||Apartment houses||Spies||Family life||Fiction|
Tokyo heist	9780670013326	|Fathers and daughters||Art thefts||Fiction||Mystery and detective stories|
The untamed Argentinean	9780373130092	|Horse trainers||Horsemen and horsewomen||Man-woman relationships||Virgins||Polo players||Fiction|
The gilded shroud	9781410446664	|Family secrets||Murder||Investigation||Large type books||Nobility||Fiction|
Open this little book	9780811867832	|Animals||Toy and movable books||Juvenile fiction||Board books||Fiction||Books and reading||Colors||Specimens|
No safety in numbers	9780803738737	|Interpersonal relations||Biological warfare||Quarantine||Shopping malls||Survival||Fiction|
Disturbed	9780786021376	Fiction
The rose garden	9781402258589	|Fiction||Time travel||History|
Wolf Runner	9780843964394	|Outcasts||Wolves||Indians||Ethnicity||Fiction|
Honey Grove	9780425241530	|Man-woman relationships||Grandparent and child||Fiction|
Hounds and jackals	9781596528703	|Sisters||Fiction|
Whispers in the wind	9780764210068	|Frontier and pioneer life||Fiction|
Between you and me	9781410448941	|Fiction||Large type books||Dysfunctional families||Life change events||Cousins|
Rhythm of my heart	9781937240059	|Life change events||Navajo Indians||Marital conflict||Homecoming||Fiction|
Shadows	9781606841761	|Science fiction||Survival||Zombies||Fiction|
Beneath a hunter's moon	9781432826130	|Métis||Frontier and pioneer life||Indians of North America||Fiction|
Honorable lies	9781561645312	|United States||Peter Wake (Fictitious character)||United States. Navy||Officers||Fiction|
Revenge of the horned bunnies	9780803736771	|Humorous stories||Camps||Cousins||Fiction||Iguanas||Mythical Animals||Dragons|
The Piccadilly plot	9781847444325	|Secret service||Threats||Theft||Thomas Chaloner (Fictitious character)||History||Corruption||Fiction|
Sweet revenge	9780345524058	|Man-woman relationships||Suspense fiction||Revenge||Fiction|
Presence of mind	9780982515709	Fiction
Phantom	9780307960474	|Harry Hole (Fictitious character)||Police||Fiction|
Because of the list	9780373717484	|Fiction||Women computer programmers||Military Air pilots||Mate selection|
Summer and Bird	9780525953463	|JUVENILE FICTION / Fairy Tales & Folklore / Adaptations||Puppeteers||JUVENILE FICTION / Animals / Birds||Adventure and adventurers||Sisters||Fiction||Fantasy||JUVENILE FICTION / Action & Adventure / General||JUVENILE FICTION / Family / General (see also headings under Social Issues)||Birds|
The turning	9780061999666	|Ghosts||JUVENILE FICTION / General||JUVENILE FICTION / Social Issues / General (see also headings under Family)||JUVENILE FICTION / Horror & Ghost Stories||Fiction|
Colonel William C. Falkner	9781432775483	|Fiction||Murder||History|
Freakling	9780763659370	|Exiles||JUVENILE FICTION / Action & Adventure / General||Ability||Adventure and adventurers||JUVENILE FICTION / Family / Siblings||JUVENILE FICTION / Fantasy & Magic||Prejudices||Fiction||Fantasy||Interpersonal relations||Psychokinesis|
Rabbit and Robot	9780763654757	|Humorous stories||Rabbits||JUVENILE FICTION / Humorous Stories||Sleepovers||JUVENILE FICTION / Social Issues / Friendship||Robots||Fiction||JUVENILE FICTION / General||Friendship|
The Taliban Cricket Club	9780062091253	|Politics and government||Dictatorship||Fiction||Courage||Taliban||Women journalists|
Eléctrico W	9781590515334	|Photographers||Interpersonal relations||Journalists||Translators||French||Fiction|
A wonderful baby	9781416991496	|Gifts||Humorous stories||Toddlers||Family life||Fiction|
The magician's tower	9781606844250	|Magic||Apprentices||Orphans||JUVENILE FICTION / Mysteries & Detective Stories||Fiction||Wizards||Contests||JUVENILE FICTION / Fantasy & Magic||Mystery and detective stories|
Schild's ladder	9780060791728	Fiction
Hide from evil	9781455505777	|Judicial error||Ex-convicts||Serial murderers||Public prosecutors||Fiction|
Phoenix Island	9781476738635	|Science fiction||Mercenary troops||Survival||Boxing||Orphans||Juvenile fiction||Fiction|
Earth Afire	9780765329059	|Space warfare||Roman||Amerikanisches Englisch||Fiction|
Home for the summer	9780345531223	|Family farms||Fiction|
Highlander Taken	9780373777679	|Social life and customs||Clans||Man-woman relationships||Manners and customs||Fiction|
The summer son	9781935597247	|Fathers and sons||Father-son relationship||Fiction|
The secret lives of married women	9781781162620	|Married women||Twins||Murder||Sadomasochism||Fiction|
Currant Creek Valley	9780373777471	|Soldiers||Cooks||Man-woman relationships||Fiction|
Swim to me	9780553591484	|Mermaids||Adolescence||Teenage girls||Fiction||Amusement parks|
Me Cheeta	9780061647420	|Cheeta (Chimpanzee)||Fiction||Chimpanzees||Tarzan films||Animals in motion pictures|
When the wind blows	9780747257899	|Experimental Medicine||Flight||Women veterinarians||Government investigators||Genetic engineering||Fiction|
Jenna's dilemma	9780439756754	|Camps||Brothers and sisters||Juvenile fiction||Family problems||Friendship||Practical jokes||Fiction|
Case file: Canyon Creek, Wyoming	9780373745043	|Sheriffs||Serial murderers||Man-woman relationships||Fiction|
Girls out late	9780440229599	|Families||Stepfamilies||Juvenile fiction||Family life||Fiction||Interpersonal relations||Artists||Peer pressure|
Boys against girls	9780439894050	|Neighbors||Brothers||Juvenile fiction||Practical jokes||Fiction||Sisters||Competition (Psychology)||Imaginary creatures|
Comanche magic	9780451233455	|Fiction||Comanche Indians||Prostitution||Prostitutes|
Harry Potter and the Sorcerer's Stone	9780590353427	|Magic||Juvenile fiction||Fiction||Fantasy||Wizards||Witches||Schools||England||Hogwarts School of Witchcraft and Wizardry (Imaginary organization)|
Winter pony	9780590102377	|Ponies||Fiction|
Jason & Kyra	9780786836536	|Juvenile fiction||Fathers and sons||Fiction||Self-perception||Interpersonal relations||High schools||Schools||African Americans|
Branded with his baby	9780373655007	|Pregnancy||Man-woman relationships||Ranchers||Nurses||Ranch life||Fiction|
Return to Oak Valley	9780739430583	Fiction
A Nine-to-five affair	9780373182497	|Employees||Grandmothers||Fiction|
Clifford and the big ice cream mess	9780439540704	|Dogs||Fiction|
Recessional	9780449223451	|Retirement communities||Fiction||Older people|
A portrait of the artist as a young man	9780451525444	|Young men||Fiction||Artists|
A darker justice	9780553897029	|Judges||Women lawyers||Crimes against||Public prosecutors||Fiction|
Fifty degrees below	9780553585810	Fiction
The tiger warrior	9780553591255	|Archaeological expeditions||Treasure troves||Tombs||Marine archaeologists||Fiction|
The Well-Wishers	9780439322287	|Interpersonal relations||Wishes||Magic||Fiction|
White fang	9781403776976	|Dogs||Sled dogs||Adventure stories||Juvenile fiction||Human-animal relationships||Wolves||Fiction|
It's groundhog day!	9780590424738	|Woodchuck||Groundhog Day||Animals||Fiction|
Murder in Central Park	9780373263837	|Bill Donovan (Fictitious character)||Police||Fiction|
The laws of murder	9781250051301	|Private investigators||Murder||Mystery & Detective||FICTION||Investigation||Charles Lenox (Fictitious character)||Historical||Traditional British||Fiction|
Haunted by the earl's touch	9780373297269	|Man-woman relationships||Marriage||Nobility||Fiction|
Shunned and dangerous	9780425252437	|Family secrets||Amish||Investigation||Murder||Fiction|
The bride wore spurs	9780373829620	|Social life and customs||Manners and customs||Marriage||Ranchers||Fiction|
Plain Peace	9781401685942	|Christian fiction||Amish||Lancaster County (Pa.)||Fiction||Love stories|
All kinds of weather	9780153275920	|Juvenile fiction||Weather||Play||Readers (Primary)||Fiction|
Emergency:  Doctor in Need	9780373063765	|Physicians||Fiction|
Nighthawk!	9780889954557	|Juvenile fiction||Hawks||Fiction|
Phony tinsel	9781432826796	|Motion picture industry||Murder||Investigation||Fiction|
Over you	9781442456969	|Sibling rivalry||Family problems||Mother-daughter relationship||Fiction||Communal living||Mothers and daughters||Farm life||Friendship|
Fire Over Swallowhaven	9780340988114	|Fantasy fiction||Fiction||Children||Children's fantasy fiction|
Proud rancher, precious bundle	9780263214383	|Neighbors||Abandoned children||Ranchers||Fiction|
Small-town fireman	9780373818112	|Fiction||Man-woman relationships||Businesspeople||Fire fighters||Restaurateurs|
The precious one	9780062369727	|Family secrets||Diseases||Stepfamilies||Heart||Sibling rivalry||Desertion and non-support||Fiction||Fathers and daughters||Patients||Twins||First loves||Homecoming|
Why dogs are ...	9780989162401	|Deaf children||Service dogs||Juvenile fiction||Fiction||Blind children||People with disabilities||Children with disabilities||Guide dogs||Dogs|
Fold	9781444810004	|Jealousy||Poker||Friendship||Fiction|
Forever Your Earl	9780062358622	|Women journalists||Fiction||Gossip columnists||Nobility||Scandals|
The yellow Packard	9781616267520	|United States||United States. Federal Bureau of Investigation||Kidnapping||Fiction|
No More Confessions (Confessions, #3)	9781505353914	|Interpersonal relations||Fiction||High schools|
Ice war	9780449813034	|Science fiction||War stories||Adventure and adventurers||Extraterrestrial beings||Undercover operations||War||Fiction|
The gift of love	9781444803402	|Nursery growers||Large type books||Florists||Fiction|
The big city	9781481430067	|Farm life||Families||Juvenile fiction||JUVENILE FICTION / Historical / United States / 19th Century||Family life||Fiction||Contentment||JUVENILE FICTION / Reader - Chapter Books||JUVENILE FICTION / Legends, Myths, Fables / City & Town Life||City and town life|
Making pretty	9780062294081	|Actresses||Teenage girls||Alcohol use||Juvenile fiction||Family problems||Fiction||Absentee mothers||Interpersonal relations||Dating (Social customs)||Secrecy||Sisters||Love stories||Friendship||Female friendship|
Hearts aglow	9781611294132	|Fiction||Women physicians||History||Young women|
Bitter taste of love	9780989090674	|African Americans||Man-woman relationships||Deception||Fiction|
Fire works in the Hamptons	9780756406882	|Fiction||Women artists||Magic||Artists|
Devil's bridge	9781410480392	|Large type books||Legal||FICTION|
Disney fairies	9781597073684	|Comic books, strips||Pixie Hollow (Imaginary place)||Magic||Fairies||Fiction||Fantasy||Tinker Bell (Fictitious character)||Cartoons and comics||JUVENILE FICTION / Comics & Graphic Novels|
When I forgot	9780478229400	|Grandfathers||Grandparent and child||Family||Readers||Family life||Fiction|
The Baby Made at Christmas	9780373657797	|Skis and skiing||Man-woman relationships||Pregnant women||Sisters||Hotelkeepers||Fiction|
Secrets of Valhalla	9780062010094	|Norse Mythology||Fantasy||Magic||Norse Goddesses||Juvenile fiction||Mythology||Fiction|
Blood justice	9781935303114	|Mothers and daughters||Vampires||Fiction|
Long gone	9780062017949	|Homicide||Family secrets||Murder||Conspiracies||Art museums||Fiction||Investigation||Secrecy|
Tough justice	9781847826213	|Criminals||Land settlement||Fiction|
Where the dead sit talking	9781616958879	|Indian foster children||FICTION / Cultural Heritage||Cherokee Indians||Teenagers||FICTION||Coming of Age||FICTION / Coming of Age||Family relationships||Fiction||Cultural Heritage|
Legacy of love	9780373829415	|World War (1914-1918) fast (OCoLC)fst01180746||World War, 1914-1918||Household employees||Fiction||Social classes||Veterans|
The other	9780739327869	|Recluses||Male friendship||Fiction|
Temptation	9780743467254	|Young women||Fiction||Americans||Housekeepers|
Military grade mistletoe	9781335721396	|Women teachers||Man-woman relationships||Mystery & Detective||Stalkers||Fiction||Romance||Suspense||Thrillers||Military||Marines||FICTION||Pen pals|
Islandborn	9780735229860	|Dominican Americans||Picture books||Juvenile fiction||Immigrants||Fiction||Schools||Emigration and immigration||Islands||History|
Ever	9780545093200	|Fate and fatalism||Immortality||Winds||Gods||Juvenile fiction||Fiction|
The drowning spool	9780425270080	|Drowning||Betsy Devonshire (Fictitious character)||Needleworkers||Needlework||Women detectives||Crimes against||Fiction|
Real happy family	9780544263611	|Actresses||Fiction||Reality television programs||Dysfunctional families|
Blood and iron	9781616148935	|Imaginary wars and battles||Fiction|
The surprise attack of Jabba the Puppett	9781470382636	|Finger puppets||Interpersonal relations||Middle schools||Eccentrics and eccentricities||Schools||Origami||Fiction|
For the love of the hustle 3	9781502422927	|African Americans||Teenage girls||Street life||Fiction|
A knit before dying	9781617737206	|Murder||Knitting||Investigation||Fiction|
Diego and the Rangers of the Vastlantic	9780062402363	|Science fiction||Rescues||Juvenile fiction||Friendship||Fathers and sons||Fiction|
Crazy like a fox	9781501939259	|Fox hunting||Jane Arnold (Fictitious character)||Fiction|
Captain Monty takes the plunge	9781771386265	|Mermaids||Pirates||Fiction|
The silent girls	9780062351548	|Private investigators||Murder||Investigation||Young women||Crimes against||Fiction|
Y is for yesterday	9781432840778	|Teenage sex offenders||Murder||Stalkers||Women private investigators||Fiction||Investigation||Cold cases (Criminal investigation)||Large type books||Kinsey Millhone (Fictitious character)||Extortion||Rape|
Ghosts don't ride bikes, do they?	9781534410411	|Bicycles and bicyling||Juvenile fiction||Haunted places||Hispanic Americans||Friendship||Ghosts||Fiction||African Americans|
Crosstown	9781939096029	|Fiction||Time travel||Reality|
Phasma	9780525524281	|Space warfare||Life on other planets||Space operas||Good and evil||Star Wars fiction||Interplanetary voyages||Fiction|
The sound of rain	9780764219610	|Man-woman relationships||Life change events||Fiction|
Game of thrones	9780307913098	|Kings and rulers||Magic||Imaginary places||Paranormal fiction||Betrayal||Fiction||Voyages and travels||Imaginary wars and battles||Dragons|
Storms	9780008215330	|Man-woman relationships||Storms||Fiction|
The stakes	9781250140111	|Investigation||Muder||Fiction|
The Grave's a Fine and Private Place (Flavia de Luce, #9)	9781432847029	|Serial murder investigation||Large type books||Child detectives||False testimony||Fiction|
Lockdown	9781490623542	|Schools||School shootings||Fiction|
Fatal chaos	9781335949349	|Drive-by shootings||Investigation||Policewomen||Murder||Fiction|
A guide for murdered children	9780399574528	|Ex-police officers||Children||Crimes against||Fiction|
Hooked on a phoenix	9781492645498	|Bank tellers||Fire fighters||Phoenix (Mythical bird)||Shapeshifting||Fiction|
Redstone Junior High	9781510732629	|Middle schools||Computer games||Juvenile fiction||Minecraft (Game)||Comic books, strips||Parties||Schools||Fiction||Friendship|
Before I let go	9781501972232	|Death||Community life||Fiction||Mental illness||Best friends||Artists||Manic-depressive illness||Friendship|
Pretend I'm dead	9781501183935	|Drug addicts||Housekeepers||Fiction||Self-acceptance||Dysfunctional families|
Caught in time	9781681777665	|Murder||Investigation||Time travel||Fiction|
The summer wives	9780062660343	|Social classes||Fiction|
The lost vintage	9780062845788	|Large type books||Vineyards||Fiction||Family secrets|
Adventure time	9781684152032	|Fantasy||Adventure and adventurers||Cartoons and comics||Fiction|
Death in Shangri-La	9781608092994	|Private investigators||Murder||Missing children||Terrorism||Arms dealers||Children||Fiction|
Fairy's first day of school	9781328715593	|Schools||Fairies||First day of school||Fiction|
A duke by default	9780062685568	|Man-woman relationships||African Americans||Fiction|
Dracul	9780735219342	|Vampires||Fiction|
Give the dark my love	9781595147172	|Magic||Fantasy||Alchemy||Plague||Fiction|
Even superheroes make mistakes	9781454927037	|Humorous stories||Superheroes||Fiction|
The Moscow sleepers	9781632867971	|Cyberterrorism||Intelligence service||Great Britain||Conspiracies||Great Britain. MI5||Officials and employees||Fiction||Women intelligence officers|
The Puzzle of the Happy Hooligan	9781613161142	|Women teachers||Hildegarde Withers (Fictitious character)||Fiction|
Defeating the demon lord's a cinch (if you've got a ringer)	9781975327354	|Fiction||Imaginary wars and battles||Good and evil|
Too much of a good thing	9781580131124	|Judaism||Jews||Juvenile fiction||Sabbath||Fiction||Rabbis||Kings, queens, rulers||Customs and practices|
Watched	9781402285486	|Man-woman relationships||Love||Hackers||Juvenile fiction||Cyberbullying||Fiction||Bullying||Extortion|
The twisted heart	9781847671554	|Women college students||English literature||Study and teaching (Higher)||Fiction|
Outsourced	9781846687327	|Mafia||Computer engineers||Bank robberies||Fiction|
Ice hunt	9780062066510	|Cryonics||Fiction|
My farm friends	9780399244773	|Stories in rhyme||Farms||Animals||Juvenile fiction||Domestic animals||Fiction|
The lawgiver	9781451699388	|Motion pictures||Authorship||Fiction||Production and direction|
Shine	9781937420192	|Young men||Male prostitutes||Sexuality||Street life||Fiction|
Baltimore chronicles	9781601624826	|African Americans||Fiction|
Generations	9781934267332	|Family secrets||Families||Family||Fiction|
Nano	9781410454935	|Medical students||Fiction|
Black Fridays	9781410455246	|Parents of autistic children||Finance||Ex-convicts||Corrupt practices||Self-actualization (Psychology)||Fiction|
Strong deaf	9781608981267	|Deaf children||People with disabilities||Sisters||Family relationships||Juvenile fiction||Deaf||Fiction|
The king of pain	9780985626501	|Reality television programs||Torture||Fiction|
Dancer, daughter, traitor, spy	9781616954222	|History||Clairvoyance||Russian Americans||Spies||Relations||Fiction|
Treasure hunters	9780316207560	|Brothers and sisters||Adventure and adventurers||Juvenile fiction||Seafaring life||Fiction||Treasure troves||Twins||Adventure stories||Missing persons||Buried treasure|
The lost crown of Sodor	9780449815335	|Steam engines||Lost articles||Lost and found possessions||Juvenile fiction||Steam-engines||Thomas the Tank Engine (Fictitious character)||Fiction|
Gold	9781594136399	|Female friendship||Olympic athletes||Fiction|
Nursing home ninjas	9781410458179	|Murder||Investigation||Conspiracies||Nursing home patients||Employees||Nursing homes||Fiction|
Can't help falling in love	9780778315582	|Single mothers||Widows||Fire fighters||Fiction|
Disney fairies	9781597074476	|Fantasy||Pixie Hollow (Imaginary place)||Magic||Cartoons and comics||Fairies||Comic books, strips||Fiction|
Nickel Bay Nick	9780399254659	|Neighbors||Human behavior||Secrets||Juvenile fiction||Christmas stories||Fiction||Behavior||Christmas|
Border angels	9781480436053	|Missing persons||Fiction||Human trafficking victims|
Onna rising	9780984549726	|Social life and customs||Women employees||Man-woman relationships||Female friendship||Fiction|
The last forever	9781442450004	|Grief||Death||Love||Man-woman relationships||Juvenile fiction||Friendship||Fiction|
Adam	9780544142930	|Fiction||Life change events||Lesbian community||Nightclubs||Lesbians|
London falling	9780765368102	|Detective and mystery stories||Investigation||Murder||Fiction|
Some boys	9781402298561	|Fathers and daughters||Dating (Social customs)||High schools||Schools||Remarriage||Rape||Fiction|
The watcher	9781442429116	|Anti-Nazi movement||Nazis||Parental kidnapping||Juvenile fiction||Fiction||Underground movements||Identity (Philosophical concept)||World War, 1939-1945||Mothers and daughters||Identity||History|
A Demon Summer	9781250021410	|Murder||Police||Investigation||Fiction|
Genocide of one	9780316226226	|Gifted children||Imaginary wars and battles||Fiction|
Last words	9781603812078	|Murder||Journalists||Fiction|
Batter up! =	9780385384360	|Juvenile fiction||Fiction||Spanish language materials||Ficción juvenil||Baseball||Bilingual||Baseball stories||Batear (Béisbol)||Batting (Baseball)||Béisbol|
