Title	ISBN	Subjects
Hide and Seek Hippo (Alphatales)	9780613326391	|Alphabet||Preschool & Kindergarten||Teaching Methods & Materials - Reading||Teaching Methods & Materials - General||Education||Education / Teaching||Fiction||Hide-and-seek||Hippopotamus|
We Love You, Mama (Maurice Sendak's Seven Little Monsters)	9780613682992	|Family - Parents||Humorous Stories||Juvenile Fiction||Birthdays||Fiction||Monsters||Children: Kindergarten|
I'm Not Convinced (Northern Lights Books for Children)	9780613812818	|Social Situations - Friendship||Social Issues - Friendship||Juvenile Fiction||Children's 12-Up - Fiction - General||Family problems||Fiction||Friendship||Schools||Children: Young Adult (Gr. 7-9)|
Endless Walk	9780615144740	|Science Fiction||Science Fiction - General||Fiction / Science Fiction / General||Fiction||Fiction - Science Fiction|
Sentinels	9780615151861	|Science Fiction||Science Fiction - General||Fiction / Science Fiction / General||Fiction||Fiction - Science Fiction|
Telling Tales (African Short Stories).	9780620360906	|Anthologies (multiple authors)||Fiction / Anthologies (multiple authors)||Fiction||Fiction - General|
Celebration	9780785738664	|General||Children's Books - Young Adult Fiction||African Americans||Biography||Civilization, African||Fiction||History||Children: Grades 3-4|
Thorndike Buckinghams - Large Print - The Girl With The Long Back (Thorndike Buckinghams - Large Print)	9780786264926	Fiction
The Last Precinct	9780786547531	|Suspense||Fiction||Mystery/Suspense|
Possum One	9780867770230	|Animals||Fiction||Rockets (Aeronautics)||Stories in rhyme||Children: Babies & Toddlers|
Invasion:The Journey of Allen Strange #2:Nickelodeon (Journey of Allen Strange)	9780671025113	|Science Fiction, Fantasy, & Magic||Juvenile Fiction / General||General||Juvenile Fiction||Children's 9-12 - Fiction - Science Fiction||Extraterrestrial beings||Fiction||Science fiction||Children: Grades 4-6|
WELCOME TO CHILLSVILLE ELEMENTARY	9780671510237	|Readers - Beginner||Juvenile Fiction / Action & Adventure||Children's 4-8||Fiction||Horror stories||School stories||Schools||Children: Grades 1-2|
SWORN TO SILENCE (CLASS SECRETS 3): SWORN TO SILENCE (Class Secrets, No 3)	9780671510350	|General||Juvenile Fiction / General||Children's Books - Young Adult||Drunk driving||Fiction||Gambling||High schools||Children: Young Adult (Gr. 10-12)|
Daddy	9780671620516	|General||Fiction / General||Fiction - General||Fiction|
Silver Tears	9780671684532	|Romance - General||Fiction / Romance / General||Romance - Historical||Fiction||Fiction - Romance||Romance: Historical|
In a Mother's Heart	9780671758981	|General||Fiction / General||Fiction - General||Fiction|
Untitled Novel	9780671886974	|General||Fiction||Fiction - General|
The Wind in the Willows (Children's Classics	9780787108922	|Animals - General||Classics||Science Fiction, Fantasy, & Magic||Audio - Children's Classics||Animals||Audiobooks||Children's audiobooks||Fiction||Audio: Juvenile|
Ask Mr Bear	9780874990430	|General||Children's Audio - 4-8||Animals||Birthdays||Children's audiobooks||Fiction||Audio: Juvenile|
Code (Summit Books)	9780789156921	|General||Action & Adventure||Fiction||Fiction - General||Children: Grades 4-6|
AP Nightmare Is (Friends and Friendship)	9780790116501	|General||Fiction||Haircuts||Textbooks|
I Want to Be Jesus	9780877936916	|Christianity||English literature: plays for children||Fiction||Juvenile Fiction||Religion - Worship - Liturgy||Children: Grades 1-2||Christian Education - General||Christianity - Education - General||Religious & Liturgical||Children||Religion||Activity||Religious - General||Bible plays, American||Drama in Christian education||Jesus Christ||Juvenile drama|
Tales from Sarson Magna	9780701136710	|Modern fiction||Popular English Fiction||Fiction|
Down Fall	9780704301306	|Modern fiction||General||Fiction||Swedish (Language) Contemporary Fiction||Fiction - General|
Cheyenne's Rainbow Warrior - An Avalon Romance	9780803493056	|Romance - General||Fiction - Romance||Fiction|
A Painted Devil	9780708922644	|Fiction||Westerns - General||Fiction - Western||Large Print|
Vengeance Trail	9780708968093	|Fiction||Westerns - General||Fiction - Western||Large Print|
Dear Brother, Here Departed	9780708968475	|Fiction||Mystery & Detective - General||Fiction - Mystery/ Detective||Large Print|
Of Silence and Slow Time	9780709075806	|Romance||Fiction||Fiction - Romance||Romance: Modern||Romance - Historical||Fiction / Romance / Historical||Romance - General|
Perfect Present (Wideworld)	9780713630633	|Christmas books||Human geography / peoples of the world||Barbados||General||Children's Books/Ages 4-8 Fiction||Christmas||Fiction||Gifts||Children: Babies & Toddlers|
More Than Meets the Eye	9780888650665	Fiction
The supernatural marine ring	9780805930818	|Spirit writings||Spiritualism||Fiction|
The Bystanders	9780805946482	|General Fiction||Fiction|
Cry from the Blue	9780805969719	|General||Fiction|
Swamp Monsters	9780807200865	|Children's audiobooks||Fiction||Monsters||Substitute teachers||Audio: Juvenile|
Rosh Hashanah	9780807400104	|Modern fiction||Fiction|
The Mango and Tamarind Tree	9780892536337	Fiction
Rigbys New York and Beyond	9780893190187	Fiction
Hot streak	9780893757731	|Fiction||Sports|
Dialstone Lane	9780809567478	|General & Literary Fiction||General||Fiction||Fiction - General|
Steal This Book	9780899667775	|Modern fiction||Communism & Socialism||Popular Culture||Pop Arts / Pop Culture||Fiction|
Gone With the Wind Volume II	9780816155323	|Classics||Literature - Classics / Criticism||19th century||Civil War, 1861-1865||Fiction||Georgia||History||Large type books||Love stories||Women||Large Print|
Friendship Max (Max the Mouse Book, No 15)	9780907234654	|Boats and boating||Fiction||Friendship||Mice|
Marissa's Dance (Boys' School Girls, Bk. 2)	9780816734757	|Basketball||Cheerleading||Dance||Fiction||Schools|
Trouble In Paradise (Troll First-Start Science)	9780816739721	|General||Non-Classifiable||Children's Books - Young Adult||Children's Books - Young Adult Fiction||Dating (Social customs)||Fiction||Summer resorts||Children: Young Adult (Gr. 7-9)|
Fiction And Autobiography	9780820477886	|General||Reference||Literary Criticism||20th century||Autobiographical fiction||Autobiography||Congresses||Fiction||History and criticism|
Wheels	9780911745955	|Fiction||Specimens||Toy and movable books||Vehicles||Children: Babies & Toddlers|
Express Lanes Through the Inevitable City	9780913204269	|American Contemporary Poetry||Fiction|
Wild Splendid Love	9780821713549	|Fiction / Romance / Historical||Romance - Historical||Fiction||Romance: Historical|
The Naked Gentleman	9780821780763	|Romance - Historical||Fiction / Romance / Historical||Fiction||Fiction - Romance||Romance: Historical|
The Socorro Blast	9780826343840	|Crime & mystery||History||Fiction - Mystery/ Detective||History: American||USA||Mystery & Detective - Women Sleuths||Fiction / Mystery & Detective / Women Sleuths||United States - State & Local - Southwest||Fiction||Investigation||Murder||New Mexico||Religious tolerance||Women public relations personnel|
Street Songs 1	9780929264271	|General||American Short Story Collections||Fiction - General||Fiction|
Shadows and Goatbones	9780930526177	Fiction
In Search of the Ruby Sword	9780934898744	Fiction
Dick Bruna:the Fish	9780843115383	|Fiction||Fishes||Helpfulness||Stories in rhyme||Children: Babies & Toddlers|
Obsession	9780843935318	|Romance: Historical||Romance - Historical||Fiction|
Union, Justice and Bonnie & Clyde: A Louisiana Legacy! 	9780944419199	|General||American Contemporary Drama||Fiction - General||Fiction|
Watching the Rich Kids	9780951849729	|General||Fiction||Fiction - General|
The Turncoat	9781401000073	|War fiction||Historical - General||War & Military||Fiction||Fiction - Historical|
Discovery of Heart	9781401002497	|Fantasy||Modern fiction||Fantasy - General||Fiction||Fiction - Fantasy|
Four Wheels Good	9781401002725	|General & Literary Fiction||Historical fiction||Historical - General||Fiction||Fiction - Historical|
Merely a Madness	9781401046446	|General & Literary Fiction||General||Action & Adventure||Fiction||Fiction - General|
America by Proxy	9781401077778	|General & Literary Fiction||General||Fiction||Fiction - General|
Over the Threshold	9781401090715	|Adventure / thriller||General & Literary Fiction||Action & Adventure||Fiction||Fiction - General|
Beloved Friend	9781403319340	|Romance||Romance - General||Fiction||Fiction - Romance|
Find the Rock	9781403347275	|General & Literary Fiction||General||Fiction||Fiction - General|
The Dream Conspiracy	9781403373830	|General & Literary Fiction||General||Fiction||Fiction - General|
What If Armageddon Part 2	9781403386090	|Modern fiction||Christian - Futuristic||Religious - Apocalyptic||Fiction||Fiction - Religious|
Boy Scouts in Mexico	9781404300491	|Fiction||Juvenile Fiction||Children's 9-12 - Fiction - General||Children: Grades 3-4||Latin America||Action & Adventure||Boys / Men||People & Places - Central & South America||Action & Adventure - General|
Flirt	9781404303294	|General & Literary Fiction||Classics||General||Fiction||Fiction - General||Literature - Classics / Criticism|
The Judgment House	9781404311534	|Modern fiction||Literary||Fiction||Fiction - General|
The Wandering Jew	9781404340923	|Historical fiction||Historical - General||Literary||Fiction||Fiction - Historical|
Won by the Sword	9781404341593	|General & Literary Fiction||Historical fiction||Historical - General||Fiction||Fiction - Historical|
Daphne, an Autumn Pastoral	9781404348585	|General & Literary Fiction||General||Fiction||Fiction - General|
The Elusive Pimpernel	9781404349605	|General & Literary Fiction||General||Fiction||Fiction - General|
Lost in the Backwoods	9781404352698	|General & Literary Fiction||General||Fiction||Fiction - General|
The Moccasin Maker	9781404353510	|General & Literary Fiction||General||Fiction||Fiction - General|
The Inspector-General	9781404367715	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Joseph Ii. and His Court	9781404367890	|Historical fiction||Historical - General||Fiction||Fiction - Historical|
Mary-'Gusta	9781404371873	|General & Literary Fiction||General||Fiction||Fiction - General|
Children of the Bush	9781404380486	|General & Literary Fiction||General||Fiction||Fiction - General|
David Poindexter's Disappearance and Other Tales	9781404380691	|Short stories||Short Stories (single author)||Fiction||Fiction - General|
The Adventures of Sally	9781404384576	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Death or Glory Boys	9781405201094	|Fiction||Juvenile Fiction||Children's 12-Up - Fiction - General||Children: Grades 3-4||Action & Adventure - General||Social Issues - Violence||Juvenile Fiction / Social Situations / Violence||General|
Secret Societies	9781406500219	|Classic fiction||Classics||Fiction||Literature - Classics / Criticism||Literature: Classics|
Juana, And the Red Inn	9781406506532	|General & Literary Fiction||General||Fiction||Fiction - General|
Lockie & Dadge	9780862784249	|Fiction||Social Science||Children's 12-Up - Fiction - General||Sociology||Family - Orphans & Foster Homes||Folklore & Mythology|
Jan of the Windmill (Dodo Press)	9781406525281	|Fiction||General||Juvenile Fiction / General||Children's Books/All Ages|
Dick and His Cat (Illustrated Edition) (Dodo Press)	9781406534429	|Fiction||General||Juvenile Fiction / General||Children's Books/All Ages|
The Von Toodleburgs	9781406806434	|Historical fiction||Historical - General||Fiction / Historical||Fiction||Fiction - Historical|
The Twins	9781406812701	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
Maria Chapdelaine	9781406833768	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
The 'war Of The Women	9781410105981	|Classic fiction||Classics||Fiction||Literature - Classics / Criticism||Literature: Classics|
To Silence Her Memory	9781410720146	|Adventure / thriller||General & Literary Fiction||Psychological||Fiction / Psychological||Fiction||Fiction - Psychological Suspense|
Curiosity	9781410736994	|Fiction||General||Juvenile Fiction / General||Children's Books/Ages 9-12 Fiction|
False Faces	9781410789846	|General & Literary Fiction||General||Fiction - General||Fiction|
Tales of The Sugar Hollow Twins	9781410791054	|Short Stories (single author)||Fiction / Short Stories (single author)||Fiction - General||Fiction|
The Path of the Lotus	9781410793249	|Fantasy - General||Fiction||Fiction - Fantasy||Fantasy|
Tertiary Angels and Swiss Cheese Kings	9781411670501	|General & Literary Fiction||General||Fiction / General||Literary||Fiction||Fiction - General|
Takiya and Thunderheart's Life Garden	9780962330063	|Social Issues - General||People & Places - General||Juvenile Fiction||Children's All Ages||Fiction|
Trivia You Can Use	9780963429957	Fiction
Fastball and the Forest	9780963627421	|General||Children's 4-8||Baseball||Fiction||Friendship||Moving, Household||Children: Grades 2-3|
Rianna. La Ciudad de los Reflejos.	9781411690813	|General & Literary Fiction||General||Fiction / General||Literary||Fiction||Fiction - General|
Diary of a Jewish Housewife	9781411696426	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
The Fiddler of God	9781412086271	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
The Trouble with Chemistry	9781412091442	|Fiction||Juvenile Fiction / Science & Technology||Science & Technology||Juvenile Fiction||Children's Books/All Ages||Children: Grades 2-3|
Farewell Shaughnessy	9781412092500	|Sagas||Fiction / Family Saga||Fiction / General||Fiction||Fiction - General|
Why Are Gas Prices So High?	9781412200943	|General & Literary Fiction||General||Fiction||Fiction - General|
Afterlife and Other Stories	9781413440027	|Short stories||Short Stories (single author)||Fiction||Fiction - General|
The Pollinator	9781413453690	|Fantasy - General||Fiction||Fiction - Fantasy||Fantasy|
The History Maker	9781413454239	|Fantasy - General||Fiction / Fantasy / General||Fiction||Fiction - Fantasy||Fantasy|
Differences	9781413466584	|Short stories||Short Stories (single author)||Fiction||Fiction - General|
Green Persimmons	9781413475890	|Crime & mystery||Mystery & Detective - General||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense|
Code Yellow	9781413718133	|General & Literary Fiction||General||Religion / Inspirational||Fiction||Fiction - General|
December	9781413734997	|General & Literary Fiction||General||Fiction / Fantasy / General||Fiction||Fiction - General|
Execution Denied: The Story Of Marshal Ney	9781413746211	|Historical fiction||Historical - General||Fiction / Historical||Fiction||Fiction - Historical||1769-1815||Consulate and First Empire, 1799-1815||France||History||Ney, Michel,||duc d'Elchingen,|
Winnie's Walk with Fear	9781413747591	|Fiction||General||Juvenile Fiction / General||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6|
The Nero Agenda	9781413760361	|Historical fiction||Historical - General||Fiction / Historical||Boadicea||Queens||Britons||Iceni||Great Britain||Roman period, 55 B.C.-449 A.D||Celts||Women soldiers||Fiction||Fiction - Historical|
Country Shadows	9781413768886	|General & Literary Fiction||Suspense||Fiction / Suspense||Fiction||Fiction - Espionage / Thriller||Mystery/Suspense|
Adventures of the Soupman	9781413774962	|Fiction||General||Juvenile Fiction / General||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 4-6|
My Magnificent Horse	9781413786170	|Fiction||General||Juvenile Fiction / General||Juvenile Fiction||Children's Books/All Ages||Children: Grades 2-3|
Mazo and the Stone of Youth	9781414017372	|Fantasy||Fantasy - General||Fiction - Fantasy||Fiction|
Tequila Tuesday	9781414053233	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
Sanctuary	9781414100562	|Christian prayerbooks||Inspirational & Religious||Prayerbooks - Christian||Poetry-Inspirational & Religious||Religion / Prayerbooks / Christian||Religion||Religion - Inspirational/Spirituality||Fiction|
A Face Illumined	9781414216201	|Modern fiction||Literary||Fiction||Fiction - General|
Wulf The Saxon	9781414224541	|Historical fiction||Historical - General||Fiction||Fiction - Historical|
Dave Darrin At Vera Cruz	9781414235929	|General & Literary Fiction||General||Fiction||Fiction - General|
While The Billy Boils	9781414237596	|General & Literary Fiction||General||Fiction||Fiction - General|
Memoirs Of Margaret Fuller Ossoli	9781414240381	|General & Literary Fiction||General||Fiction||Fiction - General|
The Brighton Boys With The Flying Corps	9781414242286	|Fiction||Boys / Men||Juvenile Fiction||Children's 9-12 - Fiction - General||Children: Grades 4-6|
The house of the lost woman	9780966926323	|Detective and mystery stories||Fiction||Santa Catalina Island (Calif.)|
The Ritz Carlton Cat	9780967338903	|Fantasy - General||Fiction||Fiction / General|
Castle Nowhere	9781414261836	|19th century fiction||General||Fiction - General||Fiction|
The Riches of Bunyan	9781414265711	|Literary studies: classical, early & medieval||General||Fiction - General||Fiction|
An Egyptian Princess	9781414286792	|19th century fiction||Literary||Fiction||Fiction - General|
After the Leaves Fall	9781414316222	|Christian - General||Fiction||Fiction - Religious||Bildungsromans||Christian fiction|
Map of Ireland	9781416556220	|Literary||Fiction / General||Lesbian||American Contemporary Fiction - Individual Authors +||Fiction||Fiction - General|
Carrying the Body	9781416575108	|Literary||Fiction / Literary||General||Fiction||Fiction - General|
The Wrath of Mulgarath	9781416950219	|Action & Adventure - General||Family - Siblings||Science Fiction, Fantasy, & Magic||Juvenile Fiction / Legends, Myths, Fables / General||Fairy Tales & Folklore - General||Legends, Myths, & Fables - General||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Dwarfs||Fiction||Goblins||Monsters||Children: Grades 2-3|
Sound Off (Lu & Clancy)	9781417624775	|General||Mysteries, Espionage, & Detective Stories||Juvenile Fiction||Children's 4-8 - Fiction - General||Dogs||Fiction||Mystery and detective stories||Sound||Children: Grades 2-3|
Don Quixote	9781417632923	|Action & Adventure||Classics||Fiction||Literature - Classics / Criticism||Literature: Classics|
30 Guys in 30 Days	9781417675869	|General||Juvenile Fiction||College students||Dating (Social customs)||Fiction||Friendship||Children: Young Adult (Gr. 10-12)|
Any Pet Will Do	9781417685035	|General||Readers - Chapter Books||Social Issues - Friendship||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Fiction||Pet sitting||Pets||Children: Grades 3-4|
All's Well That Ends Well	9781417714636	|Shakespeare||Classics||Fiction||Plays / Drama||Drama||Married women||Runaway husbands||Literature: Classics|
Old Curiosity Shop (Penguin Classics)	9781417746880	|Classics||Fiction||Literature - Classics / Criticism||Gamblers||Girls||Grandfathers||Literature: Classics|
De Profundis	9781417900503	|Literature of special Gay interest||Other prose: 19th century||Classics||Literary||Fiction / Literary||Fiction-Classics||Fiction||Fiction - General|
Jingling in the Wind	9781417911066	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Double Harness	9781417912643	|General & Literary Fiction||General||Fiction||Fiction - General|
The Little French Girl	9781417917860	|General & Literary Fiction||Literary||Fiction||Fiction - General|
A Whaleman's Adventures in the Sandwich Islands and California	9781417923298	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
The Spenders a Tale of the Third Generation	9781417927289	|General & Literary Fiction||Literary||Fiction / Literary||Fiction||Fiction - General|
Mr. Isaacs a Tale of Modern India	9781417945290	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Fishing With a Boy	9781417953110	|General & Literary Fiction||Literary||Fiction||Fiction - General|
The Last Refuge	9781417960545	|General & Literary Fiction||General||Fiction||Fiction - General|
For Us the Living	9781417989874	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
The Three Wives Of Hero The Second	9780971358973	|Literary||Fiction|
Selecting Stars	9780971786899	|General & Literary Fiction||General||Fiction||Fiction - General|
The Delphinus Chronicles	9780972329835	|Action & Adventure||Science Fiction - High Tech||Technological||Fiction|
Dead Secret	9781418402617	|Horror & ghost stories||Horror - General||Fiction||Fiction - Horror||Horror|
In Solemn Conclave	9781418425227	|General & Literary Fiction||General||Fiction||Fiction - General|
VIOLINS & SUMMER SONGS	9781418437640	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
Childe Roeliff's Pilgrimage	9781419112874	|Classic fiction||Classics||Fiction||Literature - Classics / Criticism||Literature: Classics|
Lady Of The Barge And Others	9781419129100	|Short stories||Short Stories (single author)||Fiction||Fiction - General|
Over The Pass	9781419139758	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Quill's Window	9781419143724	|General & Literary Fiction||General||Action & Adventure||Fiction||Fiction - General|
Right At Last	9781419144936	|General & Literary Fiction||General||Fiction||Fiction - General|
The Soft Spot	9781419153068	|General & Literary Fiction||General||Literary||Fiction||Fiction - General|
The Gold Wolf	9781419164040	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Bunker's Hill	9780972691819	|General||Fiction||Fiction - General|
Dime	9780974960869	|Short Stories (Anthologies)||Action & Adventure||Fiction||Fiction - General|
The Mysterious Cave	9780975492284	|Suspense||Fiction / Suspense||Fiction||Fiction - Espionage / Thriller||Mystery/Suspense|
Irongrip	9780976578505	|Modern fiction||Mystery & Detective - General||Political||Romance - General||Literary||Fiction||Fiction - Mystery/ Detective|
Renaldo	9781419639180	|Modern fiction||James McCreath||Fiction / Action||Sports & Recreation / History||Biographical||Sports||Fiction|
Topic of hisThoughts	9781419641022	|Shontaine||Current Events / Poverty||Fiction / Romance / General||Romance - General||Fiction||Romance: Modern|
Dear Heatemup	9781419649127	|Ben D. Sieved||Literary||Fiction|
Aloha and Mai Tais	9781419665813	|Rosemary I. Patterson, Ph.D.||Fiction / Historical||Historical - General||Fiction|
Monster Soup	9781419666179	|Randall E. Wincek||Fiction / Horror||Horror - General||Fiction||Horror|
Chasing Stardust	9781419680816	|Literary||Fiction|
My Dear Friend And Colleague, The Stethoscope	9781420800210	|Adventure / thriller||Action & Adventure||Fiction||Fiction - General|
Miranda And Herselves	9781420822168	|General & Literary Fiction||General||Fiction||Fiction - General|
Death in Starched White (Rhiannon Nolan Series)	9781420832310	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
Life After Death	9781420837094	|General & Literary Fiction||Suspense||Fiction / Suspense||Fiction||Fiction - Espionage / Thriller||Mystery/Suspense|
Things to Remember on My Deathbed	9781420850000	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
No More Excuses	9781420864298	|General & Literary Fiction||Christian - General||Religious - General||Fiction||Fiction - Religious|
Bleach, Vol. 1 (Library Edition) (Bleach)	9781421519753	|General||Graphic Novels - Manga||Manga - General||Comics & Graphic Novels / Graphic Novels / Manga||Comics & Graphic Novels||Graphic Novels-Manga||Fiction|
The Jew and other stories	9781421811482	|Short stories||Short Stories (single author)||Fiction / Short Stories (single author)||Fiction||Fiction - General|
Ralestone Luck	9781421827339	|Collections & anthologies of various literary forms||General||Literary Collections / General||Fiction||Literature - Classics / Criticism|
Afloat at Last	9781421848433	|Collections & anthologies of various literary forms||General||Literary Collections / General||Fiction||Literature - Classics / Criticism|
Patty's Butterfly Days	9781421901848	|General & Literary Fiction||General||Fiction||Fiction - General|
Reno	9781421902340	|General & Literary Fiction||General||Fiction||Fiction - General|
Trespasser	9781421910680	|General & Literary Fiction||Literary||Fiction||Fiction - General|
Invisible Links	9781421941400	|General & Literary Fiction||General||Fiction||Fiction - General|
The Lonesome Trail And Other Stories	9781421942797	|Fantasy - Short Stories (Single Author)||Fantasy - Short Stories||Fiction||Fiction - Fantasy||Fantasy|
Winning His "W"	9781421952727	|General & Literary Fiction||General||Fiction||Fiction - General|
Retrospection And Introspection	9781421963143	|General & Literary Fiction||General||Literary||Fiction||Fiction - General|
Phaethon Loose Thoughts for Loose Thinkers	9781421973210	|General & Literary Fiction||General||Literary||Fiction||Fiction - General|
The Faith of the Millions a Selection of Past Essays	9781421973760	|General & Literary Fiction||General||Literary||Fiction||Fiction - General|
Safe Marriage a Return to Sanity	9781421974033	|General & Literary Fiction||General||Literary||Fiction||Fiction - General|
The Making of Arguments	9781421978338	|General & Literary Fiction||General||Fiction||Fiction - General|
Strange Discovery	9781421990781	|General & Literary Fiction||General||Fiction||Fiction - General|
Nan Sherwood at Rose Ranch or the Old Mexican's Treasure	9781421996530	|Classic fiction||Classics||Fiction||Literature - Classics / Criticism||Literature: Classics|
Mickey's Easter Hunt (Mickey Mouse Clubhouse)	9781423107477	|Readers - Beginner||Juvenile Fiction / General||Holidays & Celebrations - Easter & Lent||Juvenile Fiction||Children's 4-8 - TV / Movie Tie-ins||Clubhouses||Fiction||Lift-the-flap books||Lost and found possessions||Specimens||Children: Kindergarten|
Making the Team	9781424108565	|General & Literary Fiction||General||Literary||Fiction||Fiction - General|
Hog Mawls Plantation	9781424122493	|Historical fiction||Historical - General||Fiction / Historical||Fiction||Fiction - Historical|
Practice to Deceive	9781424126163	|General & Literary Fiction||Suspense||Fiction / Suspense||Fiction||Fiction - Espionage / Thriller||Mystery/Suspense|
If Britain Surrenders	9781424159277	|Historical fiction||Modern fiction||Historical - General||Fiction / Historical||Fiction||Fiction - Historical|
The Gardener's Cottage	9781424177837	|Crime & mystery||Mystery & Detective - General||Fiction / Mystery & Detective / General||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense|
Worthy of a Pirate's Love	9781424193356	|Romance: Historical||Historical - General||Romance - Historical||Fiction / Historical||Fiction / Romance / Historical||Fiction : Historical - General||Fiction||Fiction - Romance|
A Family Secret	9781424196043	|Modern fiction||Family Life||Fiction / General||Fiction|
The TransAmerica Tales	9781424197606	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
The Black Ralph	9781425013042	|General & Literary Fiction||Fiction||Fiction - General||General||10064||Fiction / General|
Castle Craneycrow	9781425018894	|General & Literary Fiction||Fiction||Fiction - General||General||5963||Fiction / General||Political Science / General|
Clarissa History of A young Lady, Volume V [EasyRead Edition]	9781425033798	|General & Literary Fiction||Literary||Fiction / Literary||Fiction||Fiction - General|
Jane Eyre Volume III [EasyRead Large Edition]	9781425045517	|General & Literary Fiction||Fiction||Fiction - General||General||Fiction / General|
Les Miserables Vol. IV, Book 610 [EasyRead Large Edition]	9781425049324	|Classic fiction||Fiction||Literature - Classics / Criticism||Literature: Classics||Classics||Fiction / Classics|
Phineas Finn The Irish Member	9781425050245	|General & Literary Fiction||Political||Fiction / Political||Fiction||Fiction - General|
The Past and Future From the Saluda River Valley	9781425109189	|General & Literary Fiction||General||Fiction / General||Fiction||Fiction - General|
After the Hippocratic Oath	9781425703653	|General & Literary Fiction||Humorous||Fiction||Fiction - General|
