Title	ISBN	Subjects
The Billion Dollar Sure Thing	9780671454333	|Non-Classifiable||Fiction||Fiction - General||Nonfiction - General|
Runaway's Diary	9780671497514	|Social Issues - Runaways||Children: Grades 2-3||Fiction||Children's 12-Up - Fiction - General||Runaways||Adolescence|
The RAINBOW PONY	9780671511210	|Ponies||General||Fathers and daughters||Juvenile Fiction||Children's 9-12||Children: Grades 3-4||Juvenile Fiction / Action & Adventure||Family - Stepfamilies||Fiction||Friendship|
The Carpetbaggers	9780671527556	|Fiction||Fiction / General||Fiction - General|
The Outlaw Heart	9780505520098	|Fiction - Romance||Fiction||Romance - General||Romance|
Form Line Of Battle	9780515076998	|Historical - General||Fiction|
Safe at Last	9780515084931	|Romance - General||Fiction||Fiction - General||Romance: Regency||General|
A Splendid Indiscretion	9780515092639	|Romance - General||Fiction||Fiction - General||Romance: Regency||General|
Slocum 275	9780515132311	|Westerns - General||Fiction||Fiction - Western||Westerns||Fiction / General|
Slocum 332	9780515142075	|American Western Fiction||Fiction||Fiction - Western||Westerns||Westerns - General||Fiction / Westerns|
Prophets for the End of Time	9780671577759	|American Science Fiction And Fantasy||Fiction||Fiction - Fantasy||Fantasy||FIC009000||FIC||Non-Classifiable||Science fiction||Fantasy - General|
Way of the Samurai (Musashi, Book 1)	9780671644215	|General||Fiction / General||Fiction||Fiction - General|
The COLD FRONT	9780671657390	|Mystery and detective stories||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Fiction / Mystery & Detective / General||Mystery & Detective - General|
Hot Shot	9780671658311	|Romance||Fiction - Romance||Fiction||Romance - Contemporary||Fiction / General|
Hot Water	9780671728045	|Crime & mystery||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / Mystery & Detective / General|
Fancy Pants	9780671747152	|Romance||Romance - Contemporary||Fiction / General||Fiction - Romance|
STRANGER IN THE MIRROR (PHANTOM VALLEY 4): STRANGER IN THE MIRROR (Phantom Valley)	9780671759223	|Twins||Horror||Children's 9-12||Children: Grades 4-6||Mysteries, Espionage, & Detective Stories||Juvenile Fiction / General||Fiction||Horror stories|
The Jude Deveraux Gift Set	9780671798505	|Romance - General||Fiction||Unabridged Audio - Fiction/Romance||Audio Adult: Books On Tape||Fiction / Romance / General|
Maiden of Inverness	9780671882204	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / Romance / General|
Whitley Streiber's Aliens	9780671885977	|Science fiction||Human-alien encounters||Horror - Anthologies||Fiction||Fiction - Horror||Horror||Science fiction, American||Fiction / General||Horror - General||Horror tales, American|
A Flag for All	9780516277929	|Holidays||United States||Flags||Concepts - General||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Social Issues - Values||Children: Grades 1-2||General||Holidays & Celebrations - Patriotic Holidays||Readers - Beginner||Fiction||Flag Day|
Our Game	9780517172414	|Fiction||SALE BOOKS||Fiction / General||Sale Books - Adult|
Island of the Colorblind	9780517278956	|FIC||FIC000000||General||Fiction / General||Sale Books||Fiction|
Saturday Evening Post	9780517446386	|Non-Classifiable||Sale Books||Nonfiction - General||Fiction||The West (U.S.)||Western stories||History: American|
Works Of Edgar Allan Poe	9780517453728	|Non-Classifiable||Sale Books||Fiction||Horror tales, American||Sale Books - Adult||Detective and mystery stories,||Detective and mystery stories, American|
Little Rabbit's Loose Tooth	9780517551226	|Tooth Fairy||Health & Medicine - Tooth Loss & Tooth Fairy||Children: Grades 1-2||Children's Books/Ages 4-8 Fiction||Teeth||Animals - Rabbits||Health & Daily Living - Tooth Loss & Tooth Fairy||Juvenile Fiction / General||Fiction|
Black Water	9780517552698	|Horror & ghost stories||Short stories||Science Fiction And Fantasy||Literature - Classics / Criticism||Horror||Anthologies (multiple authors)||Non-Classifiable||Fantasy fiction||Fantastic fiction|
Vittorio the Vampire	9780676971866	|Fiction||Horror - General||Fiction - Horror|
Murder at the Pentagon	9780679413578	|Pentagon (Va.)||Mystery & Detective - General||Large Print||Fiction - Mystery/ Detective||Washington (D.C.)||Mystery and detective stories||Non-Classifiable||Detective and mystery stories||Fiction||Large print books||Large type books|
Georges	9780679643463	|Fiction||French Novel And Short Story||Fiction - General||French||Literature: Classics||Literary||Fiction / Literary||Classics|
Joanna At The Fair	9780517618059	|Space and time||Non-Classifiable||Sale Books||Nonfiction - General||Fairs||Fiction||Dreams||Middle Ages|
Three Kingdoms	9780520068216	|Three kingdoms, 220-265||Historical fiction||Chinese Novel And Short Story||Unassigned Title||Fiction||History||Asian - General||Other prose: classical, early & medieval||China|
The Sesame Street Talent Show	9780679884019	|Puppets||Performing Arts||Crafts & Hobbies||Children's 4-8||Children's Books/Ages 4-8 Fiction||Children: Kindergarten||Talent shows||Performing Arts - General||Humorous Stories||Juvenile Fiction / Humorous Stories||Fiction|
Messiah	9780684803142	|Modern fiction||Rapture (Christian eschatology)||Popular American Fiction||Fiction||Fiction - General||Prophecies||Two thousand, A.D||Fiction / General||General||Messiah|
The Rum Diary 	9780684856476	|Modern fiction||Literary||Fiction - General||Fiction||Classics||Fiction / General|
Shadow Nose	9780688024109	|Fiction||Greenwich Village (New York, N.Y.)||Mystery and detective stories|
Something Special for Me	9780688065263	|Juvenile Fiction||Fiction||Family - General||Children's Books/Ages 4-8 Fiction||Performing Arts - Music||Children: Grades 2-3||Music||Gifts||Family - Multigenerational||Juvenile Fiction / Ethnic / African American||Family life||Celebrations - Birthdays|
If The Owl Calls Again	9780689505010	|Fiction||Juvenile poetry||Juvenile Literature||Children's Books/Ages 9-12 Nonfiction||Children: Grades 4-6||Poetry - General||Owls||Animals - Birds||Juvenile Fiction / Animals / Birds||Collections||Poetry|
Mama Hen and Her Baby Chicks 1, 2, 3	9780689856600	|Fiction||Preschool Concepts||Children: Preschool||Preschool Picture Story Books||Toy and movable books||Juvenile Fiction||Children's Books/Baby-Preschool||Hens||Concepts - General||Animals - Farm Animals||Juvenile Fiction / Animals / Birds||Animals||Chickens|
Castaway Cats	9780689862328	|Children: Kindergarten||General||Children's Books/Ages 4-8 Fiction||Castaways||Islands||Juvenile Fiction||Fiction||Children: Grades 1-2||Cooperativeness||Action & Adventure - General||Animals - Cats||Humorous Stories||Juvenile Fiction / Animals / Cats||Cats|
Dicey's Song (The Tillerman Series #2)	9780689863622	|Siblings||Fiction||Voigt, Cynthia||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Young Adult (Gr. 7-9)||Social Issues - New Experience||Family - Multigenerational||Juvenile Fiction / Family / Multigenerational||Family - Siblings||Brothers and sisters||Family life|
Dora Loves Boots	9780689863738	|Movie Tie - In||Juvenile Fiction||Fiction||Children's Books/Ages 4-8 Fiction||Valentine's Day||Children: Grades 1-2||Children: Preschool||Social Issues - Friendship||Monkeys||General||Juvenile Fiction / Movie or Television Tie-In||Holidays & Celebrations - Valentine's Day|
The Princess of Pop (Truth or Dare)	9780689870026	|Social Issues - Adolescence||Performing Arts - General||High schools||Juvenile Fiction||Children's 12-Up - Fiction - General||Theater||Children: Young Adult (Gr. 7-9)||Social Issues - Friendship||Rock music||Juvenile Fiction / Social Situations / Adolescence||Fiction||Love & Romance|
Selected Works of Miguel de Unamuno, Volume 7	9780691018744	|Novels, other prose & writers: from c 1900 -||Spanish Prose||Literature - Classics / Criticism||Spanish||Fiction||Translations into English||Unamuno, Miguel de||1864-1936||Unamuno, Miguel de,|
Newf	9780698113961	|Animal stories||Dogs||Children's 4-8 - Picturebooks||Children: Kindergarten||General||Juvenile Fiction / General||Cats||Fiction|
Berlioz the Bear	9780698113992	|Picture books||Fiction||Children's 4-8 - Picturebooks||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||Musicians||Children: Grades 1-2||General||Juvenile Fiction / Humorous Stories||Bears||Animals - Bears||Humorous Stories||Animals|
My Ol' Man (Picture Books)	9780698117709	|Rocks||Juvenile Fiction||Family - Parents||Children's Books/Ages 4-8 Fiction||Children: Kindergarten||Magic||Family - General||Juvenile Fiction / Family / General||Fathers||Fiction|
Friends Loony Lake	9780525302056	|Fiction||Monsters||Prehistoric animals||Children: Grades 4-6|
The Boy Who Returned From The Sea	9780525474012	|Action & Adventure - General||Animals - Dogs||Social Issues - Friendship||Juvenile Fiction / Action & Adventure||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Border collie||Dogs||Fiction||Islands||Children: Grades 4-6|
Chip Mitchell Stole	9780525667902	|Children: Grades 4-6||Problems, exercises, etc.||Computers||Fiction||Mystery and detective stories||Problems, exercises, etc|
The White Rose Murders	9780708932186	|Fiction||Fiction - Mystery/ Detective||Large Print||Mystery & Detective - General||Crime & mystery|
Screen Savers	9780708944318	|Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General|
Hollywood Tough	9780792728313	|Mystery & Detective - General||Fiction||Unabridged Audio - Fiction/Mystery||Audio Adult: Books On Tape|
Winter And Night (Lydia Chin/Bill Smith Novel)	9780792736714	|Mystery & Detective - General||Fiction||Unabridged Audio - Fiction/Mystery||Mystery/Suspense|
Night Watch	9780552154307	|Fantasy||Modern fiction||Fantasy - Epic||Fiction / Fantasy / General||Fiction - Fantasy|
Swan Song (Song Cycle Trilogy 3)	9780552771443	|Fiction||General||Fiction / General||Fiction - General|
Words by Heart	9780553138238	|Fathers and daughters||Fiction||Race relations||Children: Grades 4-6|
POPULARITY TRAP, THE (The Fabulous Five, No 3)	9780553156348	|Schools||General||Children's 9-12 - Fiction - General||Children: Grades 4-6||Non-Classifiable||Fiction|
Truth About Making Out, The	9780553158137	|General||Non-Classifiable||Dating (Social customs)||Fiction||Children's 9-12||Friendship||Children: Grades 4-6|
The Mother Hunt (Rex Stout Library)	9780553247374	|Modern fiction||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / Mystery & Detective / General|
Guns of the Timberlands	9780553247657	|Westerns||Westerns - General||Fiction||Fiction - Western||Fiction / Westerns|
And Four to Go (Crime Line)	9780553249859	|Mystery/Suspense||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - General||Fiction / Mystery & Detective / General|
The Frontiersmen	9780553257991	|Modern fiction||Fiction - Historical||Fiction||Historical - General||Fiction / Historical|
The Pigman	9780553263213	|Social Issues - Friendship||Juvenile Fiction||Classics||Children's 12-Up - Fiction - General||Social Situations - Friendship||Children: Young Adult (Gr. 7-9)||Social Situations - Adolescence||Social Issues - Adolescence||Juvenile Fiction / Social Situations / General||Adolescence||Fiction||Friendship|
Seven Days in May	9780553269567	|Espionage/Intrigue||Non-Classifiable||Fiction - Espionage / Thriller||Fiction|
The Odessa File	9780553271980	|Suspense||Fiction - Espionage / Thriller||Fiction||Espionage/Intrigue||Fiction / Suspense|
SEPARATE PEACE	9780553272468	|General||Non-Classifiable||Fiction||Fiction - General|
Slam Book Fever (SVH #48)	9780553274165	|School stories||Social Situations - General||High schools||Children's 12-Up - Fiction - General||Children: Young Adult (Gr. 7-9)||Social Issues - General||Juvenile Fiction / General||Fiction||Jealousy|
China White	9780553291735	|Men's Adventure||Non-Classifiable||Fiction - Men's  Adventure||Fiction|
Sierra Triumph	9780553297508	|Modern fiction||Westerns - Pioneer||Fiction - Historical||Fiction||Historical - General||Non-Classifiable|
OLD DEVIL MOON	9780553442014	|Romance - Contemporary||Fiction||Nonfiction - General||Romance: Modern||Non-Classifiable|
Left Back (SVK #32)	9780553480054	|School stories||Social Situations - Prejudice & Racism||Promotion (School)||Children's 4-8 - Fiction - General||Children: Grades 1-2||Social Issues - Prejudice & Racism||Juvenile Fiction / General||Fiction||Schools|
Jessica's Blind Date (Sweet Valley Twins and Friends #79) (Sweet Valley Twins)	9780553481082	|Teenage romance||Social Issues - General||Dating (Social customs)||Children's 9-12 - Fiction - General||Children: Grades 4-6||Juvenile Fiction / Social Situations / General||Fiction||Personals|
Here Comes Santa Claws (Graveyard School)	9780553485486	|Juvenile Fiction||Horror & Ghost Stories||Fiction||Children's 9-12 - Fiction - Horror||Supernatural||Children: Grades 3-4||Santa Claus||Humorous Stories||Holidays & Celebrations - Christmas & Advent||Juvenile Fiction / Horror & Ghost Stories||Christmas||Great-aunts|
Terror on the Titanic (Choose Your Own Adventure(R))	9780553486506	|Fiction||Shipwrecks||Historical - General||Children's 9-12 - Fiction - Historical||Children: Grades 3-4||Specimens||Interactive Adventure||Juvenile Fiction / Interactive Adventures||Plot-your-own stories||Survival|
The "L" Word (Love Stories Super Edition)	9780553492491	|Teenage romance||Love & Romance||Friendship||Juvenile Fiction||Children's 12-Up - Fiction - Romance||Children: Young Adult (Gr. 10-12)||Secrets||Juvenile Fiction / Love & Romance||Fiction||Love|
McQueen of the Tumbling K & West of Tularosa (Louis L'Amour)	9780553527353	|Fiction||Abridged Audio - Fiction/Westerns||Audio Adult: Books On Tape||Westerns - Louis L'Amour||Fiction / Westerns||Westerns - General|
SHADOWS OF THE PAST (Batman : the Animated)	9780553563658	|Movie-TV Tie-In - General||Non-Classifiable||Movie / TV Tie-Ins||Fiction|
On Wings Of Magic	9780553569650	|Romance||Romance: Modern||Fiction||Fiction - Romance||Romance - Contemporary||Fiction / Romance / General|
The Martians	9780553574012	|Science Fiction - General||Fiction||Fiction - Science Fiction||Science Fiction||Science Fiction - Short Stories||Fiction / Science Fiction / General|
You Only Love Twice	9780553574265	|Romance||Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / Romance / Historical|
The Mermaid	9780553576177	|Romance||Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / Romance / Historical|
Babylon Rising	9780553586084	|Popular American Fiction||Fiction||Fiction - Religious||Christian - Futuristic||Christian - Suspense||Suspense||Religious - General|
By Arrangement	9780553587722	|Romance: Historical||Fiction||Fiction - Romance||Romance - Historical||Fiction / Romance / Historical|
Nicholas Again	9780714844916	|Fiction||Readers - Chapter Books||Children: Grades 3-4||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Readers - Intermediate||General||Fiction / Humorous||Animals - General|
Charlotte Bronte Revelations 	9780715630044	|Historical fiction||Modern fiction||General||Fiction - General||Fiction||Fiction / Romance / General||Classics|
Story of the Minack Chronicles	9780718136819	|Biography: general||NATURAL HISTORY, COUNTRY LIFE & PETS||Fiction||England||FIC000000||FIC||General||Tangye, Derek||Tangye, Jean|
Homicide in American Fiction, 1798-1860	9780801490668	|Modern fiction||American - General||Literature - Classics / Criticism||Fiction|
Little Red Riding Hood (Favourite Tales)	9780721415604	|Fiction||Picture books|
Village Sins	9780727846280	|Crime & mystery||Modern fiction||English Mystery & Suspense Fiction||Fiction - Horror||Fiction||Horror - General|
Mind Games	9780727861788	|Crime & mystery||Fiction - Espionage / Thriller||Fiction||Thrillers|
The Night Is Ours	9780727862242	|Modern fiction||Romance: Modern||Fiction||Fiction - Romance||Romance - General||Fiction / Romance||Fiction / Romance / General||First loves||Mexico||Psychological aspects||Secrecy|
The Maiden Bell (Thomas the Falconer)	9780727862938	|Crime & mystery||Mystery & Detective - Historical||English Historical Fiction||English Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||16th century||Berkshire (England)||Cultural Region/British Isles||England||Falconers||Fiction / Mystery & Detective / General||Fiction / Mystery/ Detective||Investigation||Murder||Historical - General||Mystery & Detective - General||Detective and mystery stories||Elizabeth, 1558-1603||Great Britain||History||Thomas the Falconer (Fictitious character)|
Sherlock Holmes and the American Angels	9780727865113	|Crime & mystery||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - Sherlock Holmes||Chronological Period/19th Century||Cultural Region/British Isles||Fiction / Mystery & Detective / General||Fiction / Mystery/ Detective||Mystery & Detective - Traditional British|
The Secret of Spandau (Severn House Large Print)	9780727870315	|Adventure / thriller||Second World War fiction||Thrillers||Fiction||Fiction - Espionage / Thriller||Fiction / Espionage / Thriller||Fiction / Thrillers||Large type books||World War, 1939-1945|
Lifelines	9780727874573	|Modern fiction||Large type books||Fiction||Fiction - General||General||Country life||Durham (County)||England||Fiction / General||Foot-and-mouth disease||Women priests|
My Lady, My Love	9780727876096	|Romance: Historical||Romance - Historical||Chronological Period/19th Century||Cultural Region/Deep South||Cultural Region/Mid-South||Cultural Region/Southeast U.S.||Fiction / Romance||Fiction / Romance / Historical||Geographic Orientation/Louisiana||Locality/New Orleans, Louisiana||Fiction||Fiction - Romance|
The Timber Wolf (Sugar Creek Gang)	9780802448231	|General||Baby books||Fiction||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Babies & Toddlers|
A Way With Widows	9780802775740	|Mystery fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General|
Why Do I Have to Eat Off the Floor?	9780802796172	|Juvenile Fiction||Preschool Picture Story Books||Children's Books/Ages 4-8 Fiction||Children: Kindergarten||Juvenile literature||Animals - Dogs||Juvenile Fiction / Animals / Dogs||Behavior||Dogs||Fiction|
Witches of Chiswick (Gollancz)	9780575075450	|Fantasy||Fiction - Science Fiction||Fiction||Fiction - Fantasy||Science Fiction||Fantasy - General||FICTION_HUMOROUS||Fiction / Humorous||Fiction / Science Fiction / General||Science Fiction - General|
Wuthering Heights	9780582330986	|Modern fiction||Yorkshire (England)||Rural families||Fiction||Bronte, Emily||Study and teaching||Wuthering Heights||Rejection (Psychology)||Triangles (Interpersonal relat||Triangles (Interpersonal relations)|
Magician	9780586217832	Fantasy
Claudia and the New Girl (Baby-Sitters Club)	9780590251679	|Social Issues - General||Fiction||Children's 9-12 - Fiction - General||Children: Grades 3-4||Social Situations - General||Artists||Friendship||Schools|
Changing Times	9780590316576	|Horses||Fathers and daughters||Automobiles||Children's 9-12 - Fiction - General||Children: Grades 4-6||Fiction||Action & Adventure||Action & Adventure - General||Animals - Horses|
Christy's Choice	9780590334891	|Fiction||Love||Adolescence|
The TV Kid	9780590405355	|General||Television||Fiction||Children's 9-12||Loneliness||Snakes||Children: Grades 4-6|
Monster Valentines	9780590422161	|Valentines||Saint Valentine's Day||Holidays & Festivals - Valentine's Day||Humorous Stories||Monsters||Children: Grades 2-3||Fiction||Children's 4-8 - Picturebooks|
The House on Mulberry Street	9780735104334	|Mystery & Detective - Police Procedural||Mystery fiction||Mystery/Suspense||Fiction|
The Quick-Change Artist	9780804010931	|Short Stories (single author)||Fiction||Fiction - General||Fiction / Short Stories (single author)||City and town life||Virginia|
May Day	9780738708386	|Modern fiction||Mystery/Suspense||American Mystery & Suspense Fiction||Fiction||Fiction - Mystery/ Detective||Mystery & Detective - Series||Mystery & Detective - Women Sleuths||Fiction / Mystery & Detective / Women Sleuths||Minnesota||Mystery fiction|
The Lost	9780738710365	|Modern fiction||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||Mystery & Detective - General||Fiction / Mystery & Detective / General||Suspense||Dead Sea scrolls||Missing persons|
Belize	9780738807164	|Modern fiction||Sagas||Fiction - General||Fiction||General||Central America||Fathers and sons||Fiction / General|
A Soul Journey Into Eternity	9780738810171	|Modern fiction||Psychology||Fiction||General|
Bloodfellow, Book One (Bloodfellow)	9780738829319	|Fantasy||Modern fiction||Horror - General||Fiction - Horror||Fiction||Fantasy - General|
The Devils Punchbowl	9780738862163	|Science Fiction||Science Fiction - General||Fiction||Fiction - Science Fiction|
Lean Mean Thirteen	9780739327333	|Mystery And Suspense Fiction||Fiction||Fiction - General||Fiction - Mystery/ Detective||Mystery/Suspense||General||Mystery & Detective - Women Sleuths||Fiction / General||Mystery & Detective - General||Bail bond agents||Bounty hunters||New Jersey||Plum, Stephanie (Fictitious character)||Trenton|
Veronica	9780739334041	|Unabridged Audio - Fiction/General||Popular American Fiction||Fiction||Literary||Fiction / General||General||Audiobooks|
Snow	9780739354308	|Turkish (Language) Contemporary Fiction||Fiction||Unabridged Audio - Fiction/General||Literary||Fiction / Literary||Audiobooks|
Necessary changes	9780739417997	|Fiction||Interpersonal relations|
Bad Girl Creek 	9780743217712	|Modern fiction||Fiction - General||Fiction||Literary||Fiction / Literary|
Monkey	9780804835176	|Fiction||Fantasy||Children's 4-8 - Picturebooks||Juvenile Fiction||Children's Books/Ages 4-8 Fiction||People & Places - Asia||Children: Kindergarten||ASIA||Fairy Tales & Folklore - Single Title||Animals - Apes & Monkeys||Adventure and adventurers||Monkeys|
Lunch	9780805046465	|Mice||Fiction||Children's Books/Baby-Preschool||Children: Kindergarten||General||Juvenile Fiction / Animals / Mice, Hamsters, Guinea Pigs, etc||Color||Food habits|
The Manikin	9780805055917	|Modern fiction||Fiction - Historical||Fiction||Historical - General||Fiction / General|
The Fool's Progress	9780805057911	|Modern fiction||Fiction - General||Fiction||General||Fiction / Literary|
A SCRAP OF TIME (Schocken Classics)	9780805208696	|Fiction - General||Holocaust, Jewish (1933-1945)||Non-Classifiable||Holocaust, Jewish (1939-1945)||Poland||Short stories, Polish||Translations into English||Fiction|
After Eden	9780806138145	|Literary||General||Fiction||Fiction - General|
The Healing	9780807063255	|General||Fiction / General||Fiction - General||Fiction|
Benny Uncovers a Mystery	9780807506455	|Mysteries, Espionage, & Detective Stories||Department stores||Juvenile Fiction||Children's Books/Ages 9-12 Fiction||Children: Grades 2-3||Mystery and detective stories||Fiction|
A Piece of the Sky	9780807565360	|General||Mysteries, Espionage, & Detective Stories||Nature & the Natural World - General||Social Issues - Friendship||Juvenile Mysteries||Juvenile Fiction||Children's 9-12 - Fiction - General||Fiction||Meteorites||Mountaineering||Children: Young Adult (Gr. 7-9)|
A Time to Dance and Other Stories	9780807611357	|General||Fiction - General||Fiction|
Spoon River Anthology	9780743255073	|Fiction||Poetry||American - General||Anthologies (multiple authors)||Poetry / General||General|
Cell	9780743292337	|King, Stephen - Prose & Criticism||Horror - General||Horror Fiction||Fiction||Fiction - Horror||Horror||Murderers||Fiction / General||Fiction - General||Cellular telephones|
Code of the Lifemaker	9780743435260	|Science Fiction - Series||Science Fiction - Adventure||Fiction||Fiction - Science Fiction||Science Fiction||Science Fiction - High Tech||Fiction / Science Fiction / General||Science Fiction - General|
The Innocent	9780743443722	|Modern fiction||Historical fiction||General||Fiction - Historical||Fiction||History||Historical - General||Fiction / Historical||Fiction / Romance / General||1399-1485, Lancaster and York||Great Britain||Lancaster and York, 1399-1485|
Jovian	9780743452779	|Science Fiction - General||Fiction||Fiction - Science Fiction||Science Fiction||Fiction / Science Fiction / General|
Cyclops One	9780743464222	|Popular American Fiction||Fiction - Espionage / Thriller||Fiction||Espionage/Intrigue||Fiction / General||Thrillers|
Green Flash	9780743474405	|Mystery & Detective - General||Fiction - Mystery/ Detective||Fiction||Crime & mystery||Fiction / Mystery & Detective / General||Action & Adventure|
The Steve Martini	9780743500036	|Fiction||Unabridged Audio - Fiction/General||Audio Adult: Books On Tape||Fiction / General||General|
FEED	9780744590852	|Fiction||Children: Young Adult (Gr. 7-9)|
Village Diary (Fairacre Chronicles)	9780745162232	|Modern fiction||Fiction||Unabridged Audio - Fiction/General||Audio Adult: Books On Tape||Literary|
Find the Kitten (Rhyming Board Books)	9780746038222	|Board books||Cats||Picture books||Kittens||Children: Babies & Toddlers||Juvenile Fiction||Children's Books/Baby-Preschool||Lost and found possessions||Animals - Cats||Fiction||Stories in rhyme|
Chalice (The Glassmakers Saga)	9780747233206	|Popular English Fiction||Modern fiction||Fiction|
The Foundling	9780747248828	|Modern fiction||Sagas||Fiction - General||Fiction|
COLLECTED SHORT STORIES	9780749303488	|General||Fiction||Fiction - General|
MANAGING MONEY	9780749319519	|General||Accounting||Fiction||Fiction - General|
Broken Gun	9780808518099	|Westerns - General||Fiction||Fiction - Western||Westerns|
Henny Penny	9780808527732	|Juvenile Fiction||Fiction||Children: Grades 2-3||Children's Books/Ages 4-8 Fiction||Folklore||Fairy Tales & Folklore - European||Animals - General||Fairy Tales & Folklore - General||Animals|
No One Noticed The Cat	9780809500888	|Fantasy||Fiction - Fantasy||Fiction||Fantasy - General|
The Spider Strain And Other Tales From The Pulps	9780809511457	|Mystery & Detective - Short Stories||Mystery/Suspense||Fiction||Fiction - Mystery/ Detective|
The Grass-Cutting Sword	9780809556779	|Adventure / thriller||Graphic Novels||Science Fiction And Fantasy||Fiction||Fantasy||Graphic Novels - Fantasy||Fiction / General||Fantasy - General||Fairy Tales, Folklore & Mythology||Fiction - General|
Horror: The Best Of The Year, 2007 Edition (Horror: The Best of)	9780809562992	|Graphic novels||Horror & ghost stories||Horror Fiction||Short Story||Fiction||Fiction - Horror||Horror||Horror - Anthologies||Fiction / Anthologies (multiple authors)||Anthologies (multiple authors)||Horror - General|
Dolls Christmas	9780809810260	|Holidays & Celebrations - Christmas & Advent||Non-Classifiable||Dolls||Fiction||Children's Books/Ages 4-8 Fiction||Juvenile literature||Children's 4-8||Children: Grades 1-2|
Cut to Black (DI Joe Faraday)	9780752850993	|Crime & mystery||Mystery & Detective - Police Procedural||Fiction||Fiction - Mystery/ Detective||Mystery/Suspense||FICTION_MYSTERY & DETECTIVE_GENERAL||Fiction / Mystery & Detective / General||Fiction / Mystery & Detective / Police Procedural||PRIVATE INVESTIGATORS_FICTION||Mystery & Detective - General|
The Lover	9780752860213	|Crime & mystery||True crime||Mystery & Detective - Traditional British||Fiction||Fiction - Mystery/ Detective||English||Mystery/Suspense||War & Military||FICTION_MYSTERY & DETECTIVE_TRADITIONAL BRITISH||Fiction / Mystery & Detective / Traditional British||Fiction / Suspense||WORLD WAR, 1939-1945_FICTION||Mystery & Detective - General|
Gardens of Delight	9780752868974	|Modern fiction||General||Fiction / General||Fiction||Fiction - General|
